ID	ind.p.lab_A	ind.p.lab_B	ind.p.lab_C	ind.p.lab_D	ind.p.lab_E	stat	pval	FDR	weight
P25553	1.84964385238579e-17	1.39669127491713e-20	4.72170730122565e-20	1.15930711303352e-19	2.53147540254864e-23	1.39669127491713e-20	1.95074651742965e-39	2.8090749850987e-37	NA
P0A9B2	2.23791407645411e-17	2.33424135949847e-16	1.00397727856015e-16	2.56890971245397e-18	7.50617359341318e-21	2.56890971245397e-18	6.59929711074036e-35	2.49258697428619e-33	NA
P77399	2.49716294350451e-17	6.56985530412307e-16	2.54642578556481e-18	1.74886248489959e-19	1.70239555048101e-19	1.74886248489959e-19	3.05851999108917e-37	2.13540304832408e-35	NA
P19926	2.60510749044725e-17	9.40060907744969e-18	1.6715973832392e-15	4.76752717097864e-21	2.49034850546328e-21	4.76752717097864e-21	2.27293153260197e-40	5.81870472346103e-38	NA
P27306	4.41523450285053e-17	2.22710558415435e-22	1.13868995670797e-17	2.66982394688423e-24	2.53614581507575e-21	2.22710558415435e-22	4.95999928297151e-43	2.85695958699159e-40	NA
P76594	5.79703759919264e-17	1.82348960665885e-20	6.95402581645494e-19	9.39135735368965e-25	2.55777775321293e-21	2.55777775321293e-21	6.54222703483101e-41	2.15332729832152e-38	NA
P0AB77	6.26345567160329e-17	6.96236399116056e-17	2.4131270045893e-16	1.09570411590362e-16	4.10309071327605e-20	6.26345567160329e-17	3.92308769501397e-32	9.51452005190756e-31	NA
P77318	6.36297140608932e-17	7.40011054493966e-19	2.53284023598533e-20	2.63875691597861e-22	1.85694289880457e-19	2.53284023598533e-20	6.41527966102629e-39	7.39040216950228e-37	NA
P06959	9.56145532200027e-17	7.46324909210253e-14	1.13514439129306e-15	5.08101108184748e-17	3.77910118523296e-22	5.08101108184748e-17	2.58166736138572e-32	6.46539304416599e-31	NA
P0A9P6	1.21123601724327e-16	1.64455184995198e-17	2.56194892374461e-15	5.89926799222702e-18	4.44826127951396e-22	5.89926799222702e-18	3.48013628441146e-34	1.18212233441746e-32	NA
P0A9D8	1.43396496311375e-16	1.56995541353481e-14	7.75752449128624e-18	4.44792489741842e-23	2.54167149799609e-19	2.54167149799609e-19	6.46009400372577e-37	4.02271799583356e-35	NA
P00864	1.8333279206559e-16	2.87174829478683e-16	1.88365780664727e-14	6.83730536234117e-21	7.74221228229837e-19	7.74221228229837e-19	5.99418510241725e-36	2.65588509153257e-34	NA
P0AB91	2.32145020818399e-16	1.09881615203796e-09	1.16567478258803e-14	7.62202145317859e-18	3.83241303620108e-21	7.62202145317859e-18	5.80952110327148e-34	1.88523051013204e-32	NA
P27550	2.54054709708522e-16	1.79226955933077e-20	3.49193087281351e-19	7.26999414203405e-18	1.17224982525264e-21	1.79226955933077e-20	3.21223017330373e-39	4.35351665840694e-37	NA
P0A6J5	2.65651385727376e-16	8.68470661127027e-18	2.31661400351256e-16	1.01835032223946e-18	1.44066843295233e-15	8.68470661127027e-18	7.54241289238419e-34	2.38050949370591e-32	NA
P77348	2.69407533672066e-16	1.17374871462619e-10	6.92882775859563e-14	2.69670017225737e-17	1.14710353462142e-16	1.14710353462142e-16	1.31584651914096e-31	2.94340813602017e-30	NA
P37685	2.80753358135828e-16	1.16366225523164e-19	1.15413541592066e-16	1.85206362783059e-17	1.13742996779093e-17	1.13742996779093e-17	1.29374693162888e-33	3.97439057396393e-32	NA
P39396	3.30719557495851e-16	1.81210953714208e-13	2.81306053239245e-21	9.16947718593048e-18	5.12937397704142e-16	9.16947718593048e-18	8.40793118632998e-34	2.61782073693301e-32	NA
P0A9G6	4.98511219516937e-16	6.33047596599081e-18	3.65010039888377e-18	1.36355682646818e-19	2.7987228171345e-20	1.36355682646818e-19	1.85928721900799e-37	1.47717163882566e-35	NA
P07014	6.09831579626672e-16	1.32220956651113e-19	1.3332387403073e-13	1.03736938382742e-17	1.01787871593565e-20	1.32220956651113e-19	1.74823813777355e-37	1.43855023908224e-35	NA
P41409	6.479100043503e-16	5.0538777757981e-15	3.1726062460015e-15	2.06568437690861e-23	1.37873332544019e-17	1.37873332544019e-17	1.90090558267938e-33	5.61498264422218e-32	NA
P21177	6.76016824202284e-16	1.17348614074374e-17	4.05584684046701e-18	4.24542226108658e-17	1.67798314990852e-20	4.05584684046701e-18	1.64498935933263e-34	5.83085459061903e-33	NA
P21151	7.65987686806338e-16	1.08976518829092e-16	2.57953453606104e-16	1.51164053824678e-16	7.71661676884283e-21	1.08976518829092e-16	1.18758816561076e-31	2.68255209173254e-30	NA
P0AD61	7.76332236946145e-16	4.83720443308477e-09	8.28888588266023e-15	1.36671596907747e-14	4.4472598211409e-20	7.76332236946145e-16	6.02691742121808e-30	1.06000135408293e-28	NA
P0A6F3	8.16445337249318e-16	3.05987371095225e-13	1.21866028612175e-15	3.27323314498137e-20	3.45456010552732e-18	3.45456010552732e-18	1.1933985522701e-34	4.36442899115922e-33	NA
P21514	9.87611301524672e-16	1.18424517069533e-16	3.77370737455287e-17	1.12149721339835e-19	6.82627746925967e-17	3.77370737455287e-17	1.42408673487547e-32	3.68662453612707e-31	NA
P69786	1.15116333103973e-15	6.14968572069803e-12	2.24384725860085e-17	4.27652206614256e-20	1.67468577630058e-23	4.27652206614256e-20	1.82886409822043e-38	1.83204473143473e-36	NA
P77674	1.29479320109794e-15	1.38322411035752e-18	1.44008822923257e-15	2.51159020796493e-19	6.94723223756532e-19	6.94723223756532e-19	4.82640357626672e-36	2.18039879210167e-34	NA
P37903	1.30049992335331e-15	1.75045149102419e-13	8.5880164397128e-15	6.38290536334179e-17	3.37997380820819e-21	6.38290536334179e-17	4.07414808773775e-32	9.77795541057061e-31	NA
P69828	1.37484013502052e-15	5.90669342619629e-18	4.09512126190978e-15	3.27726857121217e-16	1.52061757750776e-20	5.90669342619629e-18	3.48890272310707e-34	1.18212233441746e-32	NA
P0AFG8	1.71478179996264e-15	9.50710123161408e-16	9.4315181710626e-15	2.13555776238879e-18	5.7001694648991e-24	2.13555776238879e-18	4.56060695649906e-35	1.75127307129564e-33	NA
P25888	1.72720934130156e-15	9.34330886027723e-19	8.76163833183119e-20	1.27821772200427e-20	6.32822278278172e-19	8.76163833183119e-20	7.67663062578143e-38	7.07478278472016e-36	NA
P0ACL5	1.80262840607475e-15	1.8816884995782e-13	1.26656543426921e-17	3.4400348129144e-21	1.97240201793381e-16	1.26656543426921e-17	1.60418799928557e-33	4.80006383162852e-32	NA
P0A9S3	1.98486340744634e-15	3.28379267446326e-14	3.69178686969172e-14	4.20577382888554e-16	1.61615037235083e-13	1.98486340744634e-15	3.93968274621952e-29	6.21714318307519e-28	NA
P0A9S1	2.33025043838251e-15	2.74149490145371e-17	2.1901879191863e-14	1.46185124967203e-15	3.10851020315951e-12	1.46185124967203e-15	2.13700907616767e-29	3.54220784999304e-28	NA
P0AFG6	2.86755128501702e-15	9.57295047472185e-15	2.16054416447055e-14	3.83052133408845e-18	9.89215891225484e-17	9.89215891225484e-17	9.78548079453033e-32	2.23225225253444e-30	NA
P09832	3.19863529277636e-15	1.4204565473625e-14	4.25907398027674e-16	3.86312319190189e-20	2.32847277873066e-23	3.86312319190189e-20	1.49237207958103e-38	1.5629205778885e-36	NA
P0AFT5	3.23400390444833e-15	6.81427997815393e-16	2.75502525437262e-17	7.96461419963483e-24	3.38377005657863e-19	3.38377005657863e-19	1.14498997957983e-36	6.59514228237982e-35	NA
P77252	3.4330357406678e-15	7.0622170315058e-20	2.77517554967655e-15	4.78332855870454e-16	6.24962189009807e-18	6.24962189009807e-18	3.9057773769193e-34	1.30419001107566e-32	NA
P0A6T3	3.48222565185534e-15	1.30517491857183e-15	6.59771808777106e-17	9.31363180385124e-20	6.20035804901233e-20	9.31363180385124e-20	8.67437373777097e-38	7.68682965070165e-36	NA
P09831	3.51900024807805e-15	8.03395767875369e-16	5.68902568072317e-13	7.24587643707603e-20	1.46004486246827e-17	1.46004486246827e-17	2.13173100042001e-33	6.13938528120962e-32	NA
P37188	3.59950111364616e-15	2.9506280382041e-19	9.89895234345812e-18	2.67363766375842e-18	2.03903763423279e-21	2.9506280382041e-19	8.70620581983617e-37	5.27871005497435e-35	NA
P42593	4.40644561916039e-15	1.80340363907569e-16	6.47165498237863e-18	7.12000472634882e-17	9.02101585090017e-17	7.12000472634882e-17	5.06944673032299e-32	1.20412425429528e-30	NA
P33025	5.0405168894817e-15	1.74677196254246e-13	6.63284343085969e-21	2.44018355518527e-24	7.21290222204035e-14	6.63284343085969e-21	4.39946119782986e-40	9.21487145436363e-38	NA
P46118	5.93252061191955e-15	3.4933809026184e-17	1.15635928747396e-11	1.44809092863252e-20	4.73075166435709e-19	4.73075166435709e-19	2.23800113098176e-36	1.22770347756713e-34	NA
P0C8J8	5.97484746264625e-15	2.31288851784435e-16	6.18799416333157e-14	1.13664846967608e-14	2.46228991459997e-11	5.97484746264625e-15	3.56988022018897e-28	5.23885606835375e-27	NA
P0AC44	8.90212392755638e-15	NA	NA	2.81915631625491e-18	1.25799113484594e-16	NA	NA	NA	NA
P31142	1.00113452801452e-14	9.55694724047515e-11	4.42345768215425e-13	6.74075176272067e-19	1.26123530993407e-22	6.74075176272067e-19	4.54377343266221e-36	2.12097809354154e-34	NA
P02925	1.58649844019031e-14	1.79301782797462e-16	6.40725847836487e-18	3.19451751516878e-23	7.96735913498679e-21	7.96735913498679e-21	6.34788115858578e-40	1.21879318244847e-37	NA
P0ABH7	1.72046349220251e-14	5.56179955616813e-19	1.35610302495655e-17	3.10791881582524e-21	6.13284788235033e-19	5.56179955616813e-19	3.09336143029922e-36	1.5838010523132e-34	NA
P0C0L7	1.75588696532496e-14	2.13973811580849e-10	3.24281805787967e-16	7.40522640491537e-17	7.73253604816705e-18	7.40522640491537e-17	5.48373781080559e-32	1.28923795062205e-30	NA
P0ABF4	1.91543129131369e-14	5.19865657088635e-12	1.81634285737186e-13	8.15792245776182e-16	1.52359816747711e-13	1.91543129131369e-14	3.66887703174349e-27	4.67021695090442e-26	NA
P0A991	1.92947326445511e-14	1.51877758794695e-10	2.86156465221744e-16	1.53806463930646e-16	1.61080555535025e-17	1.53806463930646e-16	2.36564283468493e-31	5.09387017861129e-30	NA
P77536	2.8054083119916e-14	1.80277828692037e-15	3.0118171937491e-16	1.28250926226076e-15	1.21418330571719e-13	1.28250926226076e-15	1.64483000778465e-29	2.74615096951873e-28	NA
P08997	3.35054584968282e-14	4.32031022291473e-15	5.57039439081105e-16	3.98669464081598e-17	5.44555633252091e-14	5.57039439081105e-16	3.10292936691794e-30	5.81170915549147e-29	NA
P08202	3.37522902334169e-14	3.1136297950426e-13	2.2264647817723e-15	1.80696932061261e-20	5.5225528056455e-17	5.5225528056455e-17	3.04985894911431e-32	7.47539895612699e-31	NA
P0AAG8	3.43984320593696e-14	1.52644730021252e-18	2.96766579741992e-22	2.24216957079871e-24	2.0518462508053e-08	2.96766579741992e-22	8.80704028517602e-43	4.05828416340911e-40	NA
Q47146	3.60980447528682e-14	3.14278994248314e-18	3.16283932799221e-13	3.23827194780217e-14	1.57341598561548e-17	1.57341598561548e-17	2.47563786379034e-33	6.95593858313774e-32	NA
P05042	3.61350836444163e-14	4.16563411485586e-14	4.60672619287187e-11	6.98792274657889e-16	7.70999098101923e-20	6.98792274657889e-16	4.8831064312155e-30	8.65436709040039e-29	NA
P60757	3.76535908499001e-14	4.16896897985493e-12	1.98227028671436e-13	2.54053511707594e-19	1.83713068915859e-15	1.83713068915859e-15	3.37504916904834e-29	5.40007867047735e-28	NA
P0A853	3.76778467933256e-14	1.29393239918612e-19	7.96678217486762e-13	1.17929711592695e-15	9.37818455279441e-16	9.37818455279441e-16	8.79503455062718e-30	1.52359094771767e-28	NA
P0AC38	4.57432210300012e-14	4.94743764091841e-11	1.13863757758247e-13	1.42514498307891e-18	5.59270022458957e-16	5.59270022458957e-16	3.12782958021242e-30	5.81170915549147e-29	NA
P32705	4.63162685901661e-14	NA	6.20974979782664e-14	1.22198193890574e-05	1.5011344890766e-16	NA	NA	NA	NA
P05793	4.73474021247124e-14	8.22490103691216e-11	9.68790089998123e-16	1.16141132794406e-17	1.08170596602128e-19	1.16141132794406e-17	1.34887627267679e-33	4.08922491085174e-32	NA
P0ACL9	4.86552555954475e-14	3.71868303157884e-17	1.00943471718083e-14	2.66387608670554e-16	7.40934493835499e-19	3.71868303157884e-17	1.38286034893525e-32	3.62057982266685e-31	NA
P76346	5.03350631016875e-14	2.66985705759779e-11	1.43754110825932e-14	2.1551677448138e-19	1.09976851158961e-19	2.1551677448138e-19	4.64474800828581e-37	3.11045318591487e-35	NA
P30863	5.59091322407157e-14	2.72641854855606e-09	1.10317346511468e-13	4.20492153491605e-17	8.76350884768112e-12	5.59091322407157e-14	3.12583106790949e-26	3.56530434676409e-25	NA
P76558	5.75354790018073e-14	1.70701673931663e-19	3.0649723249693e-17	6.80607253537972e-21	3.02053132854261e-18	1.70701673931663e-19	2.91390614830719e-37	2.09801242678117e-35	NA
P07913	6.58540380906094e-14	1.72933099181274e-11	4.0575831749915e-11	1.98687655416003e-17	8.24393910616818e-14	6.58540380906094e-14	4.33675433283885e-26	4.82699612698586e-25	NA
P69797	7.18921716070139e-14	2.74165521158755e-13	7.60899514938515e-13	2.12928790221106e-16	6.03796004812651e-18	2.12928790221106e-16	4.53386697050241e-31	9.41083738742121e-30	NA
P06720	7.25794177609983e-14	1.00968474174464e-16	2.70952366335814e-17	1.25755898886781e-21	8.6521432212241e-15	2.70952366335814e-17	7.34151848229774e-33	2.01367364085881e-31	NA
P0A6D3	7.44770377944606e-14	2.72825028356696e-14	4.43361784062484e-17	2.86892383069626e-18	7.57691084006267e-21	2.86892383069626e-18	8.230723946337e-35	3.05864322134846e-33	NA
P39187	8.39897673967147e-14	3.52727710084932e-14	1.80723899365451e-16	6.7438244774823e-21	1.89904954739302e-15	1.80723899365451e-16	3.26611278018539e-31	6.84102167777013e-30	NA
P80668	9.1825314468237e-14	0.000235536187234182	9.13035343379503e-12	9.3822634142199e-16	1.17316055255052e-08	9.1825314468237e-14	8.43188837718909e-26	9.16371265143569e-25	NA
P04982	9.22506220238832e-14	8.01225769228709e-15	3.29967793101552e-15	7.46646427260104e-22	5.65336041828388e-20	5.65336041828388e-20	3.19604840190189e-38	3.06820646582581e-36	NA
P61889	9.71470844301152e-14	1.87576610698393e-13	8.89053609277031e-14	3.64052028051531e-14	1.43007481906457e-17	3.64052028051531e-14	1.32533879128423e-26	1.57401060573137e-25	NA
P0A6T1	1.20558280852319e-13	3.05490191179209e-10	1.50712593409098e-15	2.04284909717702e-13	1.3252886756607e-18	1.50712593409098e-15	2.27142858120961e-29	3.73812246507638e-28	NA
P76108	1.21571866738736e-13	1.79648066073468e-11	2.78998198884863e-13	3.35358093642302e-17	5.67777894983162e-16	5.67777894983162e-16	3.22371738031511e-30	5.89479749543335e-29	NA
P02924	1.54109123165164e-13	2.9407517689234e-13	6.54355969571498e-19	2.76516561306995e-19	6.62438752044085e-12	6.54355969571498e-19	4.28181734913856e-36	2.05527232758651e-34	NA
P0A830	2.05545492889343e-13	1.38545966086209e-05	4.14778917635987e-15	9.13366359502085e-22	NA	NA	NA	NA	NA
P77433	2.21337311043965e-13	5.68899588386576e-18	6.2457191639559e-17	1.00498327839993e-15	1.4256154115072e-17	1.4256154115072e-17	2.03237930152685e-33	5.92734419078211e-32	NA
P0AAC0	2.32543584867875e-13	9.41991129052612e-11	3.18993076963882e-06	2.51893309279329e-10	2.02012921413815e-10	9.41991129052612e-11	8.87347287046637e-20	5.11112037338863e-19	NA
P0A9P0	2.37719766733681e-13	6.15608787126093e-15	2.57339338242346e-15	4.68306539535112e-20	1.49998220211421e-17	1.49998220211421e-17	2.24994660665942e-33	6.39984812560901e-32	NA
P76128	2.54023674307826e-13	6.49502490726433e-10	1.38428333078845e-16	5.05875417027534e-19	4.2870449733751e-12	1.38428333078845e-16	1.91624033989879e-31	4.16511107842151e-30	NA
P0AFG3	2.56369995132897e-13	7.5567903123579e-18	1.54505419030635e-14	7.26344929768995e-20	4.17992789677684e-16	7.5567903123579e-18	5.71050798249465e-34	1.87957291309538e-32	NA
P0AC41	2.56692306499481e-13	1.96170960131574e-18	3.16359716794095e-14	8.86612519734907e-19	3.87715359370731e-20	8.86612519734907e-19	7.86081760150686e-36	3.38179352796178e-34	NA
P0ADF6	3.05202197392444e-13	3.43901580256968e-13	5.29000721442141e-19	6.37631568353648e-22	9.43764719858278e-10	5.29000721442141e-19	2.79841763286306e-36	1.49943121537593e-34	NA
P36683	3.07767517048643e-13	2.36099055266926e-14	4.77592594568447e-12	7.33955086217436e-18	3.98483324141859e-17	3.98483324141859e-17	1.58788959619147e-32	4.06499736625017e-31	NA
P25516	3.84393939731872e-13	1.74025004999221e-16	1.13144938354893e-11	3.70632403745743e-16	9.29861773825275e-18	1.74025004999221e-16	3.02847023649792e-31	6.40146369256073e-30	NA
P25906	4.02504064049972e-13	7.26296017827685e-14	2.46295931201778e-14	2.17372509636695e-19	1.70219197136754e-20	2.17372509636695e-19	4.72508079457554e-37	3.11045318591487e-35	NA
P37661	4.16692063253522e-13	1.0093251286742e-10	8.1983735417414e-15	3.49104873703237e-21	3.24109049820064e-17	3.24109049820064e-17	1.05046676175265e-32	2.7819257690553e-31	NA
P0AE22	4.58840932622202e-13	4.80705461185712e-15	1.46136786610445e-16	8.42964791184309e-21	3.63280688973666e-21	8.42964791184309e-21	7.10589639176415e-40	1.25938348358651e-37	NA
P0AFW2	4.61891279161631e-13	1.11502681092741e-11	6.26450087746633e-13	2.78164339163736e-11	1.41708881126767e-17	4.61891279161631e-13	2.1334355376537e-24	1.96617419150165e-23	NA
P08660	4.86552520807665e-13	9.04278600307653e-14	3.30932514958805e-11	1.39470015370525e-16	1.09213106882917e-15	1.09213106882917e-15	1.19275027150196e-29	2.03562713003e-28	NA
P60716	5.84523693620271e-13	4.00541947291561e-14	2.38365913075855e-10	3.5970867744741e-13	8.06222027294639e-17	4.00541947291561e-14	1.60433851540103e-26	1.88591629565509e-25	NA
P25526	5.8842872387891e-13	8.81178670993389e-15	3.34223494118144e-14	1.52103521699819e-14	3.65505519667473e-15	8.81178670993389e-15	7.76475850213663e-28	1.0712576999355e-26	NA
P37330	8.71798558084823e-13	1.30894819252625e-12	5.32525114448183e-10	3.03355969959429e-15	7.29396698112139e-16	3.03355969959429e-15	9.20248445100252e-29	1.40414067384833e-27	NA
P0AEZ3	9.23851650796388e-13	1.43455904817349e-05	3.96588572936683e-10	6.47559853484751e-15	6.18765679575182e-16	6.47559853484751e-15	4.19333763845185e-28	6.07638359685099e-27	NA
P23721	1.02969307437023e-12	4.23118169928052e-13	6.80870545225788e-13	5.55947489696406e-19	5.92021686262787e-20	5.55947489696406e-19	3.09077611299737e-36	1.5838010523132e-34	NA
Q47155	1.54704450272549e-12	NA	NA	3.29829782495115e-15	NA	NA	NA	NA	NA
P0AES0	1.77760389607673e-12	1.21912010661196e-12	2.82848352434719e-10	4.10639397498415e-12	2.52401345570697e-11	1.77760389607673e-12	3.15987561133593e-23	2.64740123946109e-22	NA
P04036	1.86709439872846e-12	1.04288974672459e-13	4.64973820668026e-09	4.75322973760105e-17	3.34818736634427e-16	3.34818736634427e-16	1.12103586401474e-30	2.20757831682902e-29	NA
P0A9J6	2.02491539538969e-12	8.55706676492567e-12	5.57373861034939e-15	2.34649072735632e-21	6.17723645695156e-19	6.17723645695156e-19	3.81582502450914e-36	1.87056613967427e-34	NA
P0ACW6	2.2833876877677e-12	5.61581581440716e-15	1.75827114264004e-15	6.16538187752154e-14	7.16315237542393e-17	1.75827114264004e-15	3.09151741104074e-29	5.01609585566047e-28	NA
P75826	2.55663267247207e-12	NA	NA	NA	NA	NA	NA	NA	NA
P0A6L4	2.7868182031868e-12	5.15805618588192e-09	2.83974406167991e-12	4.76624335479764e-17	4.7776850447854e-17	4.7776850447854e-17	2.28262743871661e-32	5.77931166901436e-31	NA
P0AC33	2.8812405847845e-12	1.85865436128767e-15	1.81645946041053e-11	6.38928394220673e-17	1.65724007745805e-16	1.65724007745805e-16	2.74644467433316e-31	5.85908197191074e-30	NA
P39325	3.32499129753554e-12	3.22733765922409e-11	9.04141664410098e-15	1.12373664648612e-12	2.38367489937798e-15	9.04141664410098e-15	8.17472149322252e-28	1.12110466192766e-26	NA
P69831	3.44689535412437e-12	6.4480398694801e-06	1.18690811158149e-20	6.02662437986642e-19	7.20419486911076e-16	6.02662437986642e-19	3.63202014160008e-36	1.81916834918404e-34	NA
P20966	3.92826477670032e-12	3.60940846706502e-11	3.36255081303063e-14	6.96536233214075e-14	3.19115329128444e-15	3.36255081303063e-14	1.13067479702122e-26	1.36391347242769e-25	NA
P09551	4.06128399024057e-12	4.86111462568731e-11	2.44818848914527e-13	1.04113877215851e-14	1.62160542010697e-15	1.04113877215851e-14	1.08396994289171e-27	1.46050687042251e-26	NA
P77739	4.4150827304821e-12	2.51164444545697e-10	2.40558848186642e-11	4.98010036631003e-13	1.06803694411682e-11	4.4150827304821e-12	1.94929555168291e-22	1.46770488597302e-21	NA
P65807	4.88601102607756e-12	6.20232615399524e-12	2.13521948452278e-05	5.38164141105846e-13	0.00232233989633245	4.88601102607756e-12	2.38731037467182e-22	1.78005278422132e-21	NA
P23857	5.02021715194785e-12	3.05223124222519e-15	9.17855624597611e-15	5.23767654139524e-16	2.40184298295587e-21	5.23767654139524e-16	2.7433255552282e-30	5.26718506603815e-29	NA
Q46863	5.33098582460113e-12	1.52500936449046e-10	1.87502406348148e-10	1.00369837397269e-18	5.16328854842589e-07	5.33098582460113e-12	2.84194098617951e-22	2.11220388134116e-21	NA
P07623	5.73857481657104e-12	7.011984856911e-09	1.05486698066804e-08	5.28333124080287e-15	3.05907464278036e-13	3.05907464278036e-13	9.35793767009603e-25	9.13588491182256e-24	NA
P10371	6.53748629765425e-12	8.98328146530647e-12	1.73009158097133e-15	2.27684241619132e-18	1.30046315603389e-16	1.30046315603389e-16	1.69120442020163e-31	3.71098569918529e-30	NA
P77581	6.96564782809029e-12	2.29631766706054e-12	2.42945141350812e-12	3.67342476099487e-14	1.04078927514657e-16	3.67342476099487e-14	1.34940494746892e-26	1.59437384562482e-25	NA
P0AG80	7.06482374874333e-12	1.54697549145517e-12	1.29525323341669e-13	3.76518841545616e-16	1.93934342375045e-15	1.93934342375045e-15	3.76105291524413e-29	5.97618339084308e-28	NA
P23847	7.79923833588099e-12	2.7039545387703e-10	3.77409463668541e-07	1.08411977324144e-15	2.55630490129371e-17	1.08411977324144e-15	1.17531568273307e-29	2.02084129329627e-28	NA
P52643	8.00891923749044e-12	1.6626072847938e-11	2.31056946600827e-16	2.41952594948417e-16	1.68571721673882e-11	2.41952594948417e-16	5.85410582022733e-31	1.20427319730391e-29	NA
P31551	9.73291925561845e-12	7.81637053343331e-09	1.65239787935723e-09	6.76910084141035e-12	0.000186763081791059	9.73291925561845e-12	9.4729717234544e-22	6.7363354477898e-21	NA
P69874	9.76050670690514e-12	9.53630587342428e-09	1.063457330964e-10	1.36689373372242e-11	1.5385200707234e-12	9.76050670690514e-12	9.52674911736803e-22	6.75373229735875e-21	NA
P0A993	1.05475625077308e-11	5.18081546397856e-12	1.26731863319733e-14	6.38686699073827e-17	3.4911327112183e-16	3.4911327112183e-16	1.21880076073385e-30	2.37976012943288e-29	NA
P75838	1.12795371160604e-11	3.28963419494486e-06	8.67677090552602e-14	3.40367963217771e-13	1.1769125045866e-17	8.67677090552602e-14	7.52863533469696e-26	8.22084161665488e-25	NA
Q6BF17	1.1348655647013e-11	9.61422986899302e-08	8.56294804012473e-10	1.79864100875259e-18	1.47524288695977e-05	1.1348655647013e-11	1.28791984991557e-21	8.99202222486507e-21	NA
P69451	1.18538637498694e-11	7.2587904838298e-12	1.52090571595712e-10	8.58023667355236e-17	2.93536973586778e-15	2.93536973586778e-15	8.61639548624838e-29	1.32347834668775e-27	NA
