rowname	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643
P31224	92954.2	91196.5	101467	95094	120385	121628	93229.1	98599.7	112987	95179.5	137618	111415	59479.9	95482.2	116145	95300.9	116246	68553	69291.1	108960	110841	78714.6	99365.8
P0A8Y5	162715	164146	156183	164385	143617	154469	160943	152520	168185	152656	134822	163376	241957	256050	238972	278550	259458	201224	205744	249366	222859	244206	242237
P50456	19514.2	24160.3	22852.5	23717.4	24040.3	24372.7	26772.5	16617	27715.9	27537.9	25326.4	28195.6	23382.6	24821.8	30024.7	26035.7	32499	21350.2	18188.3	29242.3	30685.6	19455.1	26962.9
P07023	549076	547632	577680	524353	554566	513693	542254	551214	544063	468467	498734	445027	368554	360807	338242	359279	345152	349816	293769	384751	342688	305804	372087
P09152	32722.8	31219.1	30946.4	42832.7	37096.7	36403.6	52015	31063.5	35879.3	51169.4	30671.6	44142	117786	88023.4	107836	71819.8	83162	90606.8	103540	128582	115192	98600.8	136248
P0A7J7	930907	802061	840070	790664	1069100	974160	670602	966520	912095	639997	1005340	1076880	814590	1217640	1437550	1323180	1380880	747804	629717	1261220	1198850	1083340	965456
P0ACQ4	377139	425807	378216	411110	394508	412349	425738	377818	404562	417180	377718	382433	470858	488616	433032	486756	439781	427166	508620	451314	441207	412980	453016
P0AF56	23096.7	23226.2	24945.3	19635.8	30739.8	25161.2	15789.2	23426.4	27471.3	11628.7	31282.9	28183.3	14082.7	18211.6	18539.8	14639.8	16943.3	11036.7	12379	15066.6	17843.3	12111.2	10830.7
P32053	22676.4	25889.7	23715.1	25465.7	22630.2	24037.1	25544.4	25513.8	22393	22762.7	24503.7	22934.2	28367.6	32008.6	29757.2	31855.6	31038.1	30566.1	29167.1	36181.6	31624.4	30746.4	31841.3
P45395	241426	319802	280653	312596	266258	304779	270257	317246	299323	319410	296359	265211	272144	271700	302964	270891	268039	230078	258422	257108	279700	296384	271155
P08839	820030	767004	775010	706374	786461	795120	540338	878733	942107	608296	845670	756347	1603400	2392350	2620570	2488580	2373930	1600660	1452660	2393880	2372390	2062010	2137340
P0ADG4	135245	195646	162960	180889	173048	194091	135369	203965	240999	176601	181034	162703	172640	265342	283501	274227	271868	234994	187150	261155	253669	261226	272177
P0A867	806370	885098	802216	777900	836603	688403	786365	833914	934324	728395	772274	652245	797416	980238	977042	1065650	983666	989518	955829	874511	914609	1006870	1006180
P0A9F6	38600.9	37521.6	37899.6	37751	40930.6	41512.3	30112.2	34079	39021	34204.6	38075.2	39530.5	29266.5	39183.1	29615.5	34268.5	42011.3	25448.6	27311.9	40189.5	35721	32596.4	32025.1
P15038	45576.2	50222.4	46673.2	42881.6	47665.9	45906.6	44333.3	51145.2	48727.2	52765.3	44068.9	48476.2	48780.5	50001.9	43136.1	51877.4	45461.9	48647.9	44083.2	53470.6	49489.9	49372	49936.8
Q59385	197696	165578	162640	140855	178679	130405	254126	146875	137585	187509	208299	178243	148359	150686	185142	166457	131285	129966	124292	228492	303665	148015	151153
P36683	3015590	2892250	2759100	2817230	3224060	3195530	3261490	2762880	2674190	3376390	3723480	3262620	1358940	1225660	1386580	1445580	1194840	1232620	1112820	1605040	1564570	1414150	1193400
P77541	18658	20402.5	21508.4	17281.8	24341.5	16261.3	14143.2	38207	31527.5	11316.6	18976.6	17266.4	8970.33	3153.94	2872.27	3913.18	4974.46	4382.98	3002.16	5732.1	1154.71	4957.85	1334.14
P0A6C1	70224.2	90713.8	86054.1	89675.1	80196.4	74610.3	99441.8	83647.6	92002.9	88776.8	74876.1	69881.5	115079	119704	100145	104914	97187.9	120309	112416	101574	115857	106322	120819
P27306	297561	444352	378652	408515	364218	409445	411949	371113	364345	450377	400908	359779	117776	117648	110608	124002	118404	118014	107200	107274	112207	123158	110747
P0ACB7	274809	200724	256486	206983	257956	244480	179335	243357	218405	164706	253407	261716	137675	199140	223731	204520	217684	113154	108658	229487	192642	152430	174586
P37344	47572.7	59337.2	55858.4	49251.6	48688.6	56051.4	44367.7	55322.9	55092.9	47361.6	52117.8	57025.2	55194.5	61521.4	50679.4	51498.9	51370.8	60003.4	53687.1	56150.1	50314	49579.2	47227.6
P0A9U6	18380.4	22249.4	14617.2	23441.8	23233.9	26107.6	24051.8	19820.8	28242.4	26453.9	23415.6	19147	14024.1	18103.7	17582.6	11410	15774.9	19925.1	14569.5	12294	11531.3	12931.8	18413
P28249	52221.5	41665.4	47657.2	37331.4	49775.8	42897.6	38880.7	45725.1	36889.1	32099.1	45841.1	47129.7	24652	34902.2	41866.9	38844.1	37711.1	29527.6	19262.8	38189.1	35823.1	32793.7	31930.2
P07813	295970	250514	274263	216505	278387	267018	226702	268400	247984	250844	310514	288678	224355	289896	343874	359666	300364	220971	199051	348252	332827	278109	303488
P0A870	1543860	1829180	1402560	1622970	1738790	1802450	1526550	1746940	1955960	1481820	1937180	1696660	826427	1133850	1244550	1208910	1199600	965144	859564	1355970	1184620	1033420	1049170
P30864	37348	39345	39606.3	41241.3	35813.6	41031.3	39802.9	40303.2	37031.2	37991.8	39280.6	40440.4	34332.9	37713.6	31925.7	38464.9	39109.3	32644.4	28748.1	43578.5	34635	32847.8	32842.7
P0ACE0	73000	80301	78887.9	97798	66414	88468.1	122518	70856.2	60000.6	119835	72748	105961	103878	97836	89207.8	73397.6	76874	73306.9	96843.1	118166	90404.9	80810.3	108987
P0ABS5	52016.5	58803.6	60223.7	54727.3	53877	54209.5	64851.2	58931.1	60715.7	62038.2	66008.5	59189.5	48188	64619.3	56642.9	63994.2	60338.3	49263.2	39032.3	64005.3	62622.4	56768.8	60012.2
P0A8R9	16605.8	24468.1	20778.7	18813.8	17024.5	19780.8	19262.5	20290.6	21479.5	18322	18604.9	17925.2	20587.4	27278.1	23229.7	27326.3	26140.8	20817.3	17860.8	26018	24162.1	24226	21469.6
P21513	670208	775896	629898	753058	758066	773788	816997	704641	728136	797210	746085	766870	758176	778067	777596	860026	764293	807083	806428	837264	850392	836626	828477
P77171	105729	116191	103575	106614	117274	127196	92481.6	112461	107328	109446	107059	100428	48611.1	53736.8	55670	48615.6	46198.1	56396.2	34894.5	57591.1	45192.4	49239.5	42729.9
P28903	56744.2	49006	52226.6	47727.1	57391.9	55090.5	52971.1	53234.2	50654	46487.2	57121.7	52665.5	48032	63864.5	81463.3	63086	74418.2	47870	42097.9	84965.4	80919.6	49524.3	76288.4
P09151	999718	1074260	1066240	1005930	1034390	1108800	1062760	1051670	1044610	1037190	1040990	992335	1302060	1380470	1573080	1770780	1487360	1314660	1215820	1583190	1569120	1570120	1494360
P76116	777791	924371	858059	799280	962554	715889	695661	782464	1018220	655846	807576	661241	762745	997011	891147	960442	887648	909264	753437	906158	1074980	860677	983418
P50466	6876.56	3419.27	8661.55	9527.56	7410.12	5439.84	5693.38	6344.53	4919.44	8371.43	5788.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00934	1627710	1953360	1767380	2142670	1896170	2097240	1911210	2172210	2568580	1975950	1928430	1827340	1439140	1519150	1632320	1650030	1602750	1566860	1283220	1453370	1593500	1588200	1584330
P24203	231294	189106	213267	167734	210770	241599	194196	172149	206352	193685	238410	261911	50261.8	71971.4	74079.9	66987.2	65662.7	50084.8	39280.1	83081.4	73517.9	59183.4	69816.9
P0ABC7	417406	393957	422487	310965	394167	439683	296670	407521	456560	299780	426195	361463	226695	386314	414291	458313	432641	299583	152616	421906	419938	344084	357465
P77649	26928.1	33873.4	29526.2	31360.5	33629.6	31707.4	33250.6	33379.1	33671.5	32524.1	28718	29632.1	27937.3	29820.8	27904.8	33415.6	27563	27406.9	26565.6	28645.3	29386.8	33597.9	28943.1
P0ABA4	1132950	1374790	1117060	1099070	1418990	1205170	943967	1217300	1195670	945488	1345630	1225670	783905	997800	1002710	930519	1195960	610493	744278	757907	932996	849198	844499
P0AEP9	5813.24	8629.36	7363.64	6428.97	8187.25	9440.61	4357.24	7433.48	6894.8	5525.09	7676.5	7466.26	NA	1962.88	NA	1560.65	2352.64	NA	1608.89	NA	3461.22	7641.02	NA
P77748	171920	154986	163022	161092	177627	163659	183608	160565	137249	187613	191916	176024	190788	191404	216596	223459	194243	170095	172345	235256	214504	201056	203979
P0ABJ1	503369	845169	653910	646178	631866	739736	504316	649160	850232	627556	774882	664666	349596	344411	398920	465854	540625	286678	270262	301363	445320	397555	303622
P65870	134650	91053.4	106488	98101.3	81175.6	97437.7	68666.8	123261	103109	77023.2	97455.8	97809.6	92928.4	121886	149028	119903	125149	72831.5	98029.2	106242	94437.2	91939.8	91669.6
P30958	219032	234062	220870	236350	231471	229152	234924	240901	227994	278557	258024	241981	264697	224434	247817	257457	222995	231816	247457	274683	270843	256309	264795
P0A9J0	102018	121674	110794	107164	107077	111708	111160	101799	115003	91221.7	106491	89415.4	132722	163534	158225	177807	171787	138678	116756	171777	157022	169487	165109
P0AD59	959648	916758	1010960	784289	1173330	838396	696902	905739	1037560	718420	1120750	969896	387037	557932	638662	556020	681090	327730	374970	489908	579773	476129	449972
P39451	13984.8	16180.5	17133.3	16026	13628.8	7440.15	12975.7	22771.9	21495.9	10876	11561.3	10426.3	6679.81	8623.2	7032.12	12843.2	9710.19	10098.8	10949.9	7392.54	7172.34	11614	10177.2
P05041	30113.5	34530.8	27749.6	32565.9	29012.6	28318.3	27788.2	33257.2	35336.1	32100.5	29209.7	28908.6	33077.9	38689.8	38035.4	38172.8	42911.3	40825	35551.5	41070.8	44540.5	46928.6	41050.3
P00888	616962	777978	653996	709514	662770	731058	692771	708007	825409	624986	699938	542463	434124	412085	471993	431306	462516	385269	315878	428619	398344	341964	476405
P0ABE2	121492	168190	137795	121534	110189	104084	77571.1	119818	130354	83710.3	119698	166214	130718	116127	116453	114488	169039	26242.2	49581.8	93687.6	118491	149141	79908.1
P0AC02	491234	481036	465959	409191	547754	505280	395610	512939	526037	374406	490593	483041	285489	515594	537096	450012	515394	274480	207659	435657	471107	384843	469639
P24182	540001	485774	520486	429382	531535	548029	481113	491481	529827	473995	541061	513114	477160	672223	637786	684801	594884	537186	459735	659844	613875	560747	612799
P0A7L0	2985440	3590180	2835480	3577420	3635490	3649380	3419780	3126610	3772290	3555600	3438100	3375870	3933000	4664520	4818560	4736200	4997540	3940620	3818970	4552400	4690580	4612010	4516500
P0A7K2	1273010	1612600	1259960	1525810	1504320	1301510	1652120	1236930	1458950	1611040	1339740	1587540	2038530	2332180	1942330	1996190	2020210	2092200	1891770	2332830	1978700	2072580	2013710
P36548	63190.9	96784.5	71678.2	85009.8	82683.6	78790.1	89691.2	76335.4	88745.6	101669	75517.8	88450.9	115301	107245	103393	114568	100355	123734	103397	111113	118970	111706	122362
P63284	910473	1139070	972709	1160160	942883	1100200	1085020	1049240	1216820	1139750	1121730	1035080	990718	1054690	1043260	978348	982476	983665	1040640	994821	1042460	1081010	1189900
P33232	162580	178569	172065	182881	159027	177469	135135	169245	193362	169092	176932	140455	123446	108295	113552	119055	105166	106037	121724	94325.1	109359	139127	92114.1
P31455	59590.3	86480.7	74869	101409	77700.2	86617.5	95118.8	76336.2	90022.7	105839	86527.3	92161.5	84859.9	84398.8	80238.8	79544.9	84193.4	88333.1	79443.2	78225.2	88374.6	92815.1	86224.1
Q46893	26831.1	54619.5	36863.3	52166.8	38365.2	43386.8	52288.4	38423.9	39804.3	44333	46386.1	43794	49281.7	38136.1	39542.8	40870.7	37621	42856.8	54541	39926.9	45740.8	46870.1	46870.5
P11454	98802.3	89104.1	109882	73307.1	122661	63440.8	66994	108967	111054	68154.6	103654	85726.7	83573	132511	157780	175203	122779	109984	102511	171417	204212	133491	147864
P13482	175445	223214	206197	236073	243687	215312	211589	223355	273246	198789	217028	216026	95018.1	142063	138035	142656	146682	112363	94033.8	132081	134455	135196	126080
P0A6Z3	1120210	1426400	1093170	1251060	1180130	1200770	1179140	1285080	1440540	1218030	1261290	1259850	884642	1227660	1134060	1172050	1096440	1142830	1033010	1201450	1243360	1147790	1268730
P31677	283870	349890	317564	329512	310653	267640	286788	395822	379707	255040	308092	262969	311741	358499	322264	334143	330014	315413	297941	294616	303486	375885	343394
P24193	23021.2	33955.3	25211.6	42415	27986	32371.6	36492.4	27712.4	30161.2	34182.3	27760.7	33747	40477	39101.7	31905.7	32506.2	30846	27212.1	28785.9	43454.5	35828.2	38359.3	35687.4
P46889	22150.1	28546.3	25209.9	32899.5	32951.1	27773.3	33886.2	26550.8	30736.4	35633.3	33062.9	27615.6	40279.1	39430	40181.1	46296	36577.6	40899	35846.8	51020.9	47869.4	41337.6	46208.7
P62707	1493190	1983450	1434750	1726050	1682420	1590040	1288000	1926740	2548510	1449310	1905170	1379620	1006630	1587740	1688690	1492900	1498620	1591270	1381710	1368060	1484150	1549140	1505290
P00634	46192.6	51700.8	50257.4	46786.9	55247.9	54636.2	41960.6	51476	59902.5	37379.8	53235.2	44518.6	31169.9	40042.3	44819	45460	40055.8	31145.6	24778.5	42078.3	41642.9	34121	31681.3
P0AGB0	46930.7	43353.2	52960.7	38217.2	45200.4	42021.7	44816	45161	35683.6	34476.4	41045.7	50456.9	46418.4	72738.8	65935.4	63642.3	65419.4	42175.8	52563.8	73383.5	54938.3	56355.5	59251.1
P0AC41	4161130	4215040	4014060	3832240	4466930	4926480	4020620	3885770	3721320	3839110	4915240	5032260	757424	1067440	965010	1149030	968186	955013	831676	1066740	1164800	1125140	851649
P77475	85558.1	122744	99222.5	116447	109410	108498	104676	97176.9	117538	97281.4	100409	92191.8	104696	114196	85812.3	101942	107266	91962.5	91083.7	95454.8	102663	116058	96408.8
P21151	173965	230848	228038	226056	227330	211184	230187	224235	230248	217053	209006	239945	19686.4	39736.6	30327.4	43288.1	45080.7	36825.3	37350.1	23558.6	31024.2	49146.7	29609.9
P39321	59903	46080.9	53419.5	44300.1	56928.8	52418.7	46521.2	53469.7	48443.8	44419.1	55017.8	58640.9	43717.1	51047.7	61808.6	54640.6	53545.9	38843.7	41713.8	58651.6	60827.3	49849	50750.5
P0AD27	59491.3	59134.7	62017.3	66723.2	63349.1	66271.2	72195.5	66651.7	62946.9	72484	66200.8	65561	47605.6	45218.8	57403.1	50814.5	53329.6	49071.8	64945	56133.2	53828.5	52722.6	54685.2
P0A8D6	91662.2	121459	102259	123366	113745	104654	98485.5	119336	129389	94149.4	104236	103911	74029.7	105105	103191	114377	114602	80985.6	46916.8	96581.1	101957	97187.7	87090.6
P0AAA1	46383.4	56054.6	56377.8	70221.8	55856	64054.8	44137.5	39562.4	54519	46186.5	52508.4	60651.4	91507.2	115132	89885.7	87440.8	97711.3	72294	69273.2	97591	87415.6	85021.7	102994
P36680	115012	144566	123362	117622	143679	135265	116952	125584	118738	123647	127073	131272	80344.2	167462	169082	163233	159413	89036	78757.7	167130	149507	150797	117528
P0A8V0	27094.2	30090.8	26123.2	28553.6	26404.4	28252.2	29836.1	29869.5	35164.2	32493.8	26087.6	26639.2	36819.2	30948.1	26368.4	28173.8	31967.8	26264.8	31698.6	25687	27386.2	34400.1	30303.6
P0AFA7	3265.2	12354.6	8695.89	9932.47	12215	10886.6	2079.03	4438.34	12435.6	1174.52	8892.3	8535.04	NA	20677.5	4269.23	6277.33	16193.7	1296.99	2327.68	6313.28	8724.61	4702.11	8214.96
P67910	1209090	1704600	1267910	1541350	1481210	1464260	1461940	1382580	1661230	1469500	1460690	1373230	1272590	1562960	1518950	1520180	1536480	1494750	1302380	1536210	1607840	1463100	1626280
P0A6P9	2190910	2521040	2119970	2405830	2372720	2329080	2087490	2242630	2868670	2248630	2574830	2310410	3883040	4184230	5048490	4140110	4593000	3871770	3454090	4530960	4552140	4061320	4536270
P75682	28023.7	42962.8	34231.8	36911.5	34445	35877.5	32094.7	34828.6	39082.6	31168.4	35193.7	35427.1	13277.5	13663.2	10287.6	13488.5	12549.1	10383.1	13143	10355.9	12129.5	13578	11959.7
P0A9T0	1555100	2097810	1667290	2288780	1913030	2124290	2355460	1788140	2050530	2325560	2074000	1953890	3726000	3700570	3728110	3651120	3475900	3616940	3331100	3629670	3766460	3903370	3899830
P13001	75321.6	88207	77164.8	79875	73337.4	78740.1	82647.9	80998.2	72934.3	85260.3	76154.9	71189.6	83479.2	98167	81706.8	85277.3	84390.9	74972.4	77215.4	89764.8	88560.3	85091.6	83845.4
P0AFL6	49794.6	57056.3	52178.3	56338.2	48186.6	53231.3	43278.9	56933	52560.5	50883.6	51399.8	50436.1	49496.1	60522.6	52473.3	59699	59472.7	46463.5	48162.4	56462.1	51032.3	54935.6	53787.4
P33218	99318.9	81322.7	96185.1	90169.5	106155	85431.6	64029	97074	71356.3	62105.2	95741.2	89806.3	46505.4	80128.6	71197.4	71928.2	88365.2	49044.3	43336.8	83780.9	72034.5	48951.8	62324.4
P00960	422283	519202	472963	492965	443345	544379	460106	486482	474136	490746	497608	463850	517054	523157	518615	507266	510754	406682	402868	481599	443249	517708	449182
P00363	1425210	1196590	1238240	1539990	1222500	1691950	1385710	1247980	1074010	1451710	1406700	1556950	1328980	1292980	1337950	1091270	1211160	1027060	982933	1386870	1302000	1078640	1236410
P0A7J0	444726	687442	532520	702369	567659	662851	684522	508634	642036	664454	591386	647245	570690	556159	558132	512268	572134	492270	537758	547508	568129	566564	572876
P0ACD4	1012350	941615	990016	728324	1058480	1160760	603436	967402	957887	483473	1045620	1033460	290243	968381	887969	881699	1041620	412554	297255	810479	906663	542489	755417
P39298	22333.3	20516	20188.6	18169.6	24646.4	19989.3	18319.9	19871.5	19850.7	16852.7	19255.8	23005.3	16991.1	29472	26448.7	28387.1	28919.2	16813.9	15196.9	27874	21843.3	21988.7	18846.1
P0A6L0	293202	306953	265388	311690	306242	305034	250457	293877	343553	256699	293614	323556	274030	318553	372693	337781	384841	255482	245323	336220	349406	334422	298069
P25526	517565	563922	532932	566803	534184	564340	524074	619995	623468	531065	561112	486829	204100	259818	257354	283593	263220	226650	239031	224185	229755	295729	241553
P0A877	761734	740273	739084	647557	789309	675060	507509	854969	783827	570978	700993	707205	624065	833439	817946	740400	789379	607485	492238	802743	678517	677939	630635
P21517	19319.4	22909.4	20632.2	25108.8	24673.4	21625.2	28002.1	21806.1	24091.6	28837.3	21570.5	21069.8	28983.2	27666.3	25348.2	28113.3	22934.9	30208.8	30509.3	27635.5	31847.2	31504	28426.1
P05194	77161.5	104424	84901.3	94338.8	82963.6	98046.4	101258	84706.7	107779	95738.3	87398.1	90797.8	80443.3	100944	89273	99754	90369.8	95432.2	85100	88821.1	97037	81780.9	94958.5
P02413	1064720	672843	811945	458744	693491	639828	472851	798291	720762	440935	643291	787518	390492	905769	778328	869969	760507	539875	490829	866811	609633	504408	572890
P45527	10687.9	13216.2	10492.7	9470.35	12950.5	12351	12452.7	12897.4	11171.5	12356.2	12923.3	9950.04	22912.4	21684.2	26998.2	18170.8	21267	15470	12930.8	29277.4	21987.1	15866.6	27354.5
P00448	1587400	1377650	1737910	1221300	2385910	2127700	2004480	1347250	1549640	1640460	2206450	2192010	1418160	1567400	1591960	1496090	1245720	1380110	1294940	1517550	1772430	1531430	1242820
P08200	3104520	3614540	3242710	3372430	3287070	3549140	3404750	3006470	3412580	3446880	3578520	3092660	2343930	2226390	2113970	2367080	2232480	2151480	1905660	2394320	2331910	2386790	1945850
