Gene	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	sca.adj.pval	sca.P.Value
LAMA4	-1.40523150953242	-1.4846873761815	-1.32577564288335	2.23967849736317	-34.7107055388811	2.1725517970713e-167	1.44912222297707e-165	372.16693700023	1.44912222297707e-165	2.1725517970713e-167
LRPPRC	1.00995684118853	0.952842469252283	1.06707121312478	3.19065240069991	34.7055507619851	2.34387238252823e-167	1.55261339546094e-165	372.091114419024	1.55261339546094e-165	2.34387238252823e-167
OGDHL	1.6680494896246	1.57352064407485	1.76257833517435	3.19602703150771	34.6326806726103	6.8549561074605e-167	4.50971598713412e-165	371.019070032367	4.50971598713412e-165	6.8549561074605e-167
NDUFA13	1.84645010656426	1.74176815122869	1.95113206189983	3.87137153414864	34.6184765831775	9.72640168515865e-167	6.35524409428224e-165	370.670098407633	6.35524409428224e-165	9.72640168515865e-167
HSD17B10	1.32720382302175	1.25190208432006	1.40250556172343	4.58452176159213	34.5918788164924	1.25035946668827e-166	8.11466397131137e-165	370.418654882206	8.11466397131137e-165	1.25035946668827e-166
DBT	1.32555995120616	1.25029426379001	1.4008256386223	2.59172181879753	34.5655819271278	1.84201874171597e-166	1.18742214860281e-164	370.031629423487	1.18742214860281e-164	1.84201874171597e-166
ACSM2A	2.85917609706539	2.69638976485777	3.02196242927302	3.45903983752636	34.4718425394601	7.33222435589981e-166	4.69506766256118e-164	368.651659008	4.69506766256118e-164	7.33222435589981e-166
TYMP	-1.79699904870746	-1.89937506951235	-1.69462302790257	3.56582139738511	-34.450151246008	1.00947740742412e-165	6.42121225053553e-164	368.332254918623	6.42121225053553e-164	1.00947740742412e-165
HMHA1	-1.29656074573842	-1.35387397457757	-1.23924751689928	0.932378117460159	-44.46094102834	4.06651108903059e-165	2.56966046119335e-163	367.303360247997	2.56966046119335e-163	4.06651108903059e-165
NDUFA7	2.13123726263833	2.01124218607627	2.2512323392004	2.09062673596372	34.8617506397291	8.19439736208647e-165	5.14426056619873e-163	366.271578891429	5.14426056619873e-163	8.19439736208647e-165
ATP5B	1.53818296521459	1.45587089210682	1.62049503832236	8.19397569731962	36.6903043564997	1.33738194039269e-164	8.34126853082581e-163	365.857991348787	8.34126853082581e-163	1.33738194039269e-164
SLC16A3	-1.65032340077594	-1.74261455816437	-1.55803224338752	0.756073224402676	-35.1003827999728	2.42191024279433e-164	1.50080308916384e-162	365.206726445234	1.50080308916384e-162	2.42191024279433e-164
EGFR	-1.83252882272783	-1.93742884196657	-1.7276288034891	1.94325327342473	-34.2863160717286	2.58690236630924e-164	1.59276905310258e-162	365.095262711073	1.59276905310258e-162	2.58690236630924e-164
ATP6V1A	1.33443859195088	1.25778857463433	1.41108860926743	3.73577352969062	34.1686536723515	6.41655775072324e-164	3.92554377042654e-162	364.184572061193	3.92554377042654e-162	6.41655775072324e-164
ETFA	1.69923136486999	1.60160120232117	1.79686152741881	4.43908519442711	34.1593843087364	7.35724116025681e-164	4.47255071799156e-162	364.047912311142	4.47255071799156e-162	7.35724116025681e-164
DDC	2.01508406527475	1.89927846948947	2.13088966106004	3.41327105334282	34.1511359887134	8.30969863500842e-164	5.01978964712301e-162	363.926301667381	5.01978964712301e-162	8.30969863500842e-164
ATP6V1H	1.43804014351225	1.35533345187536	1.52074683514913	2.77452268832634	34.1249396313414	1.22323810532535e-163	7.34325125103123e-162	363.540043961252	7.34325125103123e-162	1.22323810532535e-163
GBP5	-1.67856318793802	-1.77140881911592	-1.58571755676011	0.953859910235755	-35.4908309413577	1.75488971820513e-163	1.04693886604722e-161	363.259221717486	1.04693886604722e-161	1.75488971820513e-163
ATP5A1	1.54867355295379	1.46521398287858	1.63213312302899	7.57242638399053	36.4326360685053	3.34703863160959e-163	1.98446333682778e-161	362.640751719918	1.98446333682778e-161	3.34703863160959e-163
ND2	1.70167962900617	1.60363301300498	1.79972624500736	2.14716636124868	34.0638316739716	1.17708371091723e-162	6.93612824746014e-161	361.283672299856	6.93612824746014e-161	1.17708371091723e-162
ADHFE1	1.49826526726141	1.41270293488464	1.58382759963819	1.36117654129439	34.370047683286	2.3188979611521e-162	1.35811066566256e-160	360.626887113676	1.35811066566256e-160	2.3188979611521e-162
ACSM3	2.8964226978286	2.72880427385032	3.06404112180687	3.16582382399623	33.9142111828787	2.74773166697828e-162	1.59951288856524e-160	360.431451054302	1.59951288856524e-160	2.74773166697828e-162
UQCR10	1.84847682196532	1.74157642426227	1.95537721966837	3.16916136861974	33.9374797793483	3.81816023294059e-162	2.20924271309605e-160	360.105476671692	2.20924271309605e-160	3.81816023294059e-162
COQ9	1.47702105321194	1.39146253015148	1.5625795762724	1.88769207150162	33.881784867281	5.79703190207749e-162	3.33416116284158e-160	359.686730633187	3.33416116284158e-160	5.79703190207749e-162
FXYD6-FXYD2	1.63952013949394	1.55291119555652	1.72612908343137	1.71406316352871	37.1728880217667	7.71943681549616e-162	4.41340420314527e-160	359.571223667243	4.41340420314527e-160	7.71943681549616e-162
MT1G	3.06687185508747	2.89697138800526	3.23677232216969	1.40570353668835	35.4370688020723	9.01362004958076e-162	5.12282961989486e-160	359.33370820144	5.12282961989486e-160	9.01362004958076e-162
REEP6	1.94581973415772	1.83794381963891	2.05369564867652	0.880914125046816	35.4106495874014	1.0655189464557e-161	6.02018204747473e-160	359.165587165389	6.02018204747473e-160	1.0655189464557e-161
USH1C	1.46181426449644	1.37672987031264	1.54689865868024	1.35818630680896	33.7200758251899	1.22560110874095e-160	6.88415125699229e-159	356.641365222523	6.88415125699229e-159	1.22560110874095e-160
UGT2B7	2.63914248956636	2.4851799299325	2.79310504920021	3.41700289753633	33.6425763785097	1.52288998213514e-160	8.50427806884189e-159	356.420668249661	8.50427806884189e-159	1.52288998213514e-160
CYP4A11	1.85100169992559	1.74295605595031	1.95904734390088	1.60460227130197	33.6237240930136	5.06233309380706e-160	2.81061903849808e-158	355.224460084565	2.81061903849808e-158	5.06233309380706e-160
NDUFB9	1.95587315028076	1.84146442680442	2.0702818737571	3.60511233385731	33.5525160313733	8.54137870794879e-160	4.71493922355449e-158	354.699768090483	4.71493922355449e-158	8.54137870794879e-160
BCKDHB	1.32096775746234	1.24334303159732	1.39859248332735	2.6664115596998	33.3990157684462	5.59277851441138e-159	3.06963643605264e-157	352.821013687159	3.06963643605264e-157	5.59277851441138e-159
MAP6	1.58302574794147	1.51452652144602	1.65152497443692	-0.0243884480470428	45.4344536355859	8.35651025062522e-159	4.56047050893496e-157	352.713512947591	4.56047050893496e-157	8.35651025062522e-159
NNMT	-2.82982430709521	-2.99626983151023	-2.66337878268018	2.70410066505891	-33.3679004976966	8.86443000174876e-159	4.81033051789812e-157	352.360929182156	4.81033051789812e-157	8.86443000174876e-159
AASS	1.97738222360693	1.86149324533472	2.09327120187915	1.9972243972363	33.4889580041392	1.37958021683424e-158	7.44430785544543e-157	351.928273128275	7.44430785544543e-157	1.37958021683424e-158
ITGAM	-1.75537866207211	-1.85886558840807	-1.65189173573615	1.78588984320987	-33.2910012942789	2.76748985175096e-158	1.48501340927754e-156	351.223651800874	1.48501340927754e-156	2.76748985175096e-158
NDUFS2	1.38173384588539	1.30015799239844	1.46330969937233	3.61956525814843	33.2433131387239	5.60750104516697e-158	2.99222486326826e-156	350.51823325872	2.99222486326826e-156	5.60750104516697e-158
MNDA	-1.85802214780389	-1.96801393207545	-1.74803036353234	1.67686401269488	-33.1538667003303	3.08779347804581e-157	1.63857769926132e-155	348.815693776782	1.63857769926132e-155	3.08779347804581e-157
LDHB	1.53509008992726	1.44411826126457	1.62606191858994	5.99104844646337	33.1183334283152	3.5706528960853e-157	1.88440225642304e-155	348.668962126479	1.88440225642304e-155	3.5706528960853e-157
PRDX3	1.51695600126281	1.42688511726865	1.60702688525697	5.39040365156989	33.0544617960831	9.19925490046975e-157	4.82835209393508e-155	347.723589732773	4.82835209393508e-155	9.19925490046975e-157
SLC22A2	1.7375686287818	1.63489750900654	1.84023974855706	1.26794189088183	33.2163360939299	1.87004998966668e-156	9.76186421236329e-155	347.027929095379	9.76186421236329e-155	1.87004998966668e-156
HSD17B8	1.41544478250086	1.33123487164707	1.49965469335465	2.5045556056274	32.9892618549949	3.10697965187948e-156	1.61311024628662e-154	346.50882360442	1.61311024628662e-154	3.10697965187948e-156
EPHX2	1.69006057026404	1.58943372707401	1.79068741345407	3.12665808940779	32.9632445227187	3.5552384839664e-156	1.83591750744609e-154	346.373137116385	1.83591750744609e-154	3.5552384839664e-156
TST	1.99051250925237	1.87181118161739	2.10921383688734	4.00287269367121	32.9117416861284	7.62849641107403e-156	3.91827315659712e-154	345.610477987187	3.91827315659712e-154	7.62849641107403e-156
TREH	1.43518845537507	1.35749293793833	1.51288397281181	0.591039512280442	36.2749204348156	1.15773134230256e-155	5.91489869298727e-154	345.378190728262	5.91489869298727e-154	1.15773134230256e-155
GALM	1.49123643958733	1.40201252600181	1.58046035317286	3.69791724445485	32.8024868323844	3.85464974380882e-155	1.95893707879808e-153	343.992222882504	1.95893707879808e-153	3.85464974380882e-155
ACO2	1.47937187486267	1.3908199589988	1.56792379072654	4.96342626356461	32.7884530270198	4.74648813646452e-155	2.39947466056535e-153	343.784319094453	2.39947466056535e-153	4.74648813646452e-155
CPQ	1.74852400696587	1.64387900085623	1.85316901307552	2.22940315346524	32.7940680441046	4.94155157666218e-155	2.48500538711206e-153	343.744615063995	2.48500538711206e-153	4.94155157666218e-155
CADM4	1.59813013499452	1.50297807669774	1.6932821932913	1.33112729526067	32.9651347929636	1.22735260367107e-154	6.13995924909406e-153	342.85053339098	6.13995924909406e-153	1.22735260367107e-154
GPT2	1.6744582863641	1.57432251872526	1.77459405400294	1.59002263485208	32.8199749118493	2.49718638846613e-154	1.24277073892317e-152	342.134885692438	1.24277073892317e-152	2.49718638846613e-154
LDHA	-1.75210133833395	-1.8573889604138	-1.64681371625411	5.91267879786614	-32.6605455692906	3.1648893527133e-154	1.56694650684594e-152	341.88903816327	1.56694650684594e-152	3.1648893527133e-154
FXYD2	2.00554236713358	1.88583462397882	2.12525011028834	2.58484180925781	32.8830922504752	5.97811811847568e-154	2.94460638604918e-152	341.270658424833	2.94460638604918e-152	5.97811811847568e-154
NDUFS8	1.84934765122508	1.73800957938411	1.96068572306605	2.75646948628517	32.6000103570696	9.91466697171745e-154	4.85869266649725e-152	340.74941121633	4.85869266649725e-152	9.91466697171745e-154
GCDH	1.85824022367582	1.74615202289676	1.97032842445488	2.99490399352701	32.5374481875891	1.96627904242763e-153	9.58685797082102e-152	340.064373730679	9.58685797082102e-152	1.96627904242763e-153
DLD	1.38778904335675	1.30405884291628	1.47151924379722	3.94469004863109	32.5299094553909	2.19905733245385e-153	1.0667649332434e-151	339.952607175042	1.0667649332434e-151	2.19905733245385e-153
CHL1	1.48114177379038	1.394674974351	1.56760857322976	0.901030696179558	33.626163419205	2.48417121130216e-153	1.1990183158069e-151	339.903868086358	1.1990183158069e-151	2.48417121130216e-153
AIF1L	2.40005139954865	2.25540565037706	2.54469714872024	2.68715447135951	32.565804170115	3.42712109254553e-153	1.64587490469499e-151	339.513630609902	1.64587490469499e-151	3.42712109254553e-153
VIM	-1.58539592556998	-1.68122989021347	-1.48956196092648	6.54126712595201	-32.4683196848995	5.48599476414542e-153	2.62154127908541e-151	339.039412621782	2.62154127908541e-151	5.48599476414542e-153
IDH1	1.25971854166598	1.18354663105546	1.33589045227651	4.10839146449764	32.4578839823248	6.4051963926419e-153	3.04563917580819e-151	338.884666788621	3.04563917580819e-151	6.4051963926419e-153
ECHDC2	2.11247138730558	1.98517898699039	2.23976378762078	2.85160566925923	32.5717285628124	8.43178314853574e-153	3.98952104146235e-151	338.618633254269	3.98952104146235e-151	8.43178314853574e-153
SLC12A1	1.9550992042728	1.83775854181307	2.07243986673254	1.50653565632178	32.7027320955032	9.35920658820826e-153	4.40662643528139e-151	338.52335701711	4.40662643528139e-151	9.35920658820826e-153
NAT8	2.2132963528215	2.07925134259009	2.3473413630529	3.74400395880325	32.4063745399373	1.37604350979359e-152	6.44726727393534e-151	338.120795418854	6.44726727393534e-151	1.37604350979359e-152
ALDH2	2.01030694498469	1.88841983590075	2.13219405406863	4.35474005732781	32.3702555019683	2.35251141827493e-152	1.09688699866654e-150	337.585097317501	1.09688699866654e-150	2.35251141827493e-152
NPC2	1.97651950899622	1.8560569354898	2.09698208250263	3.1987126218654	32.2025675030383	2.83850122981357e-151	1.31709199576615e-149	335.097384712687	1.31709199576615e-149	2.83850122981357e-151
HK2	-1.85707718109545	-1.97038462222391	-1.74376973996699	1.68011803776314	-32.1671847007345	4.80131737547881e-151	2.21714679766702e-149	334.572334014154	2.21714679766702e-149	4.80131737547881e-151
NDUFA10	1.48264303763135	1.39207739826425	1.57320867699845	3.02139727320769	32.1302922617351	8.30600693570917e-151	3.81718644102806e-149	334.024833278596	3.81718644102806e-149	8.30600693570917e-151
NQO2	1.69836789123106	1.59459738887346	1.80213839358866	2.71369196135825	32.1217636567489	9.42805968579009e-151	4.31221491819113e-149	333.898257913801	4.31221491819113e-149	9.42805968579009e-151
COX5A	1.72661610118874	1.6207415849641	1.83249061741339	4.0011467039051	32.007066968437	5.18323656149653e-150	2.35947806507934e-148	332.195764293049	2.35947806507934e-148	5.18323656149653e-150
GBP2	-1.78064832647606	-1.88979838216292	-1.67149827078919	1.30001957398507	-32.0182114310942	5.54538494861781e-150	2.51242558639029e-148	332.129348772456	2.51242558639029e-148	5.54538494861781e-150
NDUFA9	1.74376293478244	1.63679741984859	1.8507284497163	3.0540628275538	31.9952263422348	6.18050808081433e-150	2.78703193033905e-148	332.019982736539	2.78703193033905e-148	6.18050808081433e-150
GPD1	1.91051350180381	1.79327182307159	2.02775518053602	4.08904403835797	31.9822941935503	7.49022293529728e-150	3.36185006044535e-148	331.827991399749	3.36185006044535e-148	7.49022293529728e-150
ECI1	1.49824534838895	1.40625521233304	1.59023548444485	3.66653154883396	31.9656255486004	9.59591036786012e-150	4.28691716666495e-148	331.580519514604	4.28691716666495e-148	9.59591036786012e-150
RNF213	-1.14603709828679	-1.21646750118958	-1.075606695384	1.8803946445026	-31.9359643259402	1.49125246810926e-149	6.63124072045808e-148	331.140129631252	6.63124072045808e-148	1.49125246810926e-149
SLC22A8	2.15232059951489	2.02048470108148	2.2841564979483	1.43854415759087	32.0425021637512	2.27702278355883e-149	1.00787114451994e-147	330.726390042654	1.00787114451994e-147	2.27702278355883e-149
AKR7A3	1.75626849948371	1.6480661598827	1.86447083908473	3.81666895577555	31.8563336556158	4.87118807586664e-149	2.1462275903073e-147	329.957683583369	2.1462275903073e-147	4.87118807586664e-149
GRHPR	1.49612778081026	1.40366095890069	1.58859460271982	4.22680780820979	31.755889857416	2.16876320440801e-148	9.51185871157028e-147	328.465891199296	9.51185871157028e-147	2.16876320440801e-148
FAM151A	1.77855341852925	1.66860791166308	1.88849892539541	1.32581665962109	31.7492631771771	3.78105216836967e-148	1.65077300350867e-146	327.912738283483	1.65077300350867e-146	3.78105216836967e-148
ACOT13	1.75751738280537	1.64873388157352	1.86630088403723	4.12681276429048	31.7087263616675	4.89992413489928e-148	2.12958241247545e-146	327.652230722094	2.12958241247545e-146	4.89992413489928e-148
CECR1	-1.9029102699364	-1.99287402620695	-1.81294651366586	1.3755075767043	-41.582169860727	9.51890089303826e-148	4.11842536385732e-146	327.408953679027	4.11842536385732e-146	9.51890089303826e-148
MT1X	2.43500424723148	2.28972687500282	2.58028161946014	1.07830400459639	32.9043105909386	1.4984130678958e-147	6.45392713773058e-146	326.619141448614	6.45392713773058e-146	1.4984130678958e-147
GM2A	1.87052450254532	1.75451677624502	1.98653222884562	2.24972910226789	31.646385135738	3.07818784577026e-147	1.31991045797426e-145	325.820726450572	1.31991045797426e-145	3.07818784577026e-147
SLC9A3R1	1.65642527998668	1.5534527046131	1.75939785536025	3.60226270031439	31.5712521045686	3.37901760683638e-147	1.44246507171838e-145	325.72285035718	1.44246507171838e-145	3.37901760683638e-147
DPYS	1.98948158553178	1.86558827821038	2.11337489285319	2.80539465846998	31.5161826016863	7.66600068868713e-147	3.25805029269203e-145	324.904529179038	3.25805029269203e-145	7.66600068868713e-147
C7orf10	1.63650712402411	1.54054825936813	1.7324659886801	2.27305165588691	33.4844335332387	9.18144273826204e-147	3.88492323792982e-145	324.826031402583	3.88492323792982e-145	9.18144273826204e-147
UGT2B10	2.29360259555816	2.15944613906142	2.42775905205491	2.41941411620743	33.5681049557679	1.53194134466924e-146	6.45363886646845e-145	324.328228127054	6.45363886646845e-145	1.53194134466924e-146
DECR1	1.4291574755728	1.33992100811562	1.51839394302999	4.08014210104377	31.4325233193287	2.66147384223529e-146	1.1163081333917e-144	323.661211564662	1.1163081333917e-144	2.66147384223529e-146
VCAM1	-1.55004533336543	-1.64715909495454	-1.45293157177632	1.67009820540172	-31.3260152140568	1.29845467377785e-145	5.42245962679837e-144	322.078057349215	5.42245962679837e-144	1.29845467377785e-145
