Gene	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	sca.adj.pval	sca.P.Value
TELO2	-0.369169908078822	-0.413354195700649	-0.324985620456996	0.325091885437826	-16.4064365204107	6.87806300826312e-51	4.74596229844592e-50	104.443719047601	4.74596229844592e-50	6.87806300826312e-51
HTATIP2	-1.11871454154498	-1.25575438289371	-0.981674700196253	2.2167181003204	-16.0220725569231	6.95483201938333e-51	4.79548898393229e-50	104.343097173221	4.79548898393229e-50	6.95483201938333e-51
HVCN1	-0.810581079687274	-0.908041720021142	-0.713120439353406	0.706243898074437	-16.3300469569974	7.75966325560319e-51	5.34276455699417e-50	104.321403694666	5.34276455699417e-50	7.75966325560319e-51
FCGR2A	-0.72280598706894	-0.808345164434524	-0.637266809703357	0.274587387599678	-16.5967286967327	8.31243696403847e-51	5.71517230061486e-50	104.315977752889	5.71517230061486e-50	8.31243696403847e-51
PLCB4	-0.753236510307361	-0.84473588775288	-0.661737132861842	0.729890176319365	-16.159941150159	7.60177475283108e-51	5.23780821384093e-50	104.302383053594	5.23780821384093e-50	7.60177475283108e-51
MAP4K4	-0.529613105622636	-0.594343674907438	-0.464882536337835	0.733019354120188	-16.0592340909575	8.42317659569888e-51	5.78716818323947e-50	104.166061779338	5.78716818323947e-50	8.42317659569888e-51
MYBBP1A	-0.587308744855195	-0.659342371727191	-0.515275117983198	0.901532444813318	-16.002092024503	8.78429568842047e-51	6.03096212203564e-50	104.110073393716	6.03096212203564e-50	8.78429568842047e-51
RASA1	-0.638421831922739	-0.716495850560083	-0.560347813285395	0.971950514445551	-16.0501179852335	9.74347850499976e-51	6.67995082373467e-50	104.021835529131	6.67995082373467e-50	9.74347850499976e-51
QPCTL	-0.740874091254124	-0.829345170402022	-0.652403012106226	0.596353900638324	-16.4452576200071	1.08122137650022e-50	7.40736898807747e-50	104.010669650252	7.40736898807747e-50	1.08122137650022e-50
SH3KBP1	-1.01427437222923	-1.13873864474396	-0.889810099714509	1.52837823085903	-15.9939717782523	9.71822216799089e-51	6.66739456596803e-50	104.009369375482	6.66739456596803e-50	9.71822216799089e-51
SULT1B1	0.635455660878196	0.560068904137869	0.710842417618523	0.43731199151237	16.5558405243812	1.18962987154484e-50	8.13845791751298e-50	103.944127972011	8.13845791751298e-50	1.18962987154484e-50
MAPRE2	-0.903164547907418	-1.01382993243663	-0.792499163378209	1.33866561122931	-16.0184431197538	1.10899868765684e-50	7.59225402348107e-50	103.886411562586	7.59225402348107e-50	1.10899868765684e-50
RIF1	-0.544325641388524	-0.609686569934638	-0.47896471284241	0.274342521484404	-16.353007996556	1.3159918709685e-50	8.99011516404866e-50	103.797535815126	8.99011516404866e-50	1.3159918709685e-50
FSCN1	-0.720830707742879	-0.809430551834139	-0.63223086365162	2.71231938240544	-15.9676811847032	1.23219463398177e-50	8.42365086077931e-50	103.771058511707	8.42365086077931e-50	1.23219463398177e-50
WFDC2	1.21677585998908	1.0733342917055	1.36021742827267	0.220884336175449	16.6635141638393	1.56812347655381e-50	1.06745754729265e-49	103.71993567039	1.06745754729265e-49	1.56812347655381e-50
CCDC127	-0.729125161467848	-0.818130814360749	-0.640119508574947	0.883173454842077	-16.0803553704937	1.42548617604256e-50	9.72428602335849e-50	103.661921171974	9.72428602335849e-50	1.42548617604256e-50
EGF	0.755669136168496	0.665341902954291	0.8459963693827	0.490104856910564	16.4292936974532	1.55098415762531e-50	1.05653920808447e-49	103.654729533964	1.05653920808447e-49	1.55098415762531e-50
ENO1	-0.708632985423085	-0.795788460635019	-0.621477510211152	6.79676580436888	-15.9576237013088	1.39651278528133e-50	9.53340817528581e-50	103.646312771966	9.53340817528581e-50	1.39651278528133e-50
DMXL1	0.472957728330619	0.414775633910758	0.53113982275048	0.918992925478356	15.9542547832438	1.52260331421033e-50	1.03794214570548e-49	103.561043497077	1.03794214570548e-49	1.52260331421033e-50
DNAJC1	-1.20089283258796	-1.34790881971876	-1.05387684545716	1.12633334669597	-16.0336696756375	1.70337414504123e-50	1.15870457954114e-49	103.472738844686	1.15870457954114e-49	1.70337414504123e-50
SPTBN4	0.382335882263426	0.336089660534047	0.428582103992804	0.959181868661255	16.2321354610757	1.84324745121025e-50	1.25296473948156e-49	103.382787204907	1.25296473948156e-49	1.84324745121025e-50
MTDH	-0.649748539496597	-0.729808164255541	-0.569688914737652	2.11068419276749	-15.9284417869551	2.00761974030048e-50	1.3637332111447e-49	103.284607801092	1.3637332111447e-49	2.00761974030048e-50
PPIF	0.942897132358611	0.826713183551266	1.05908108116596	2.17737884917086	15.9279929871019	2.07927067136843e-50	1.41140599282642e-49	103.250242583676	1.41140599282642e-49	2.07927067136843e-50
IFITM1	-1.23512708745623	-1.38429173065402	-1.08596244425844	2.42177372502548	-16.2583884435183	2.30770251388591e-50	1.56315110337617e-49	103.203969050905	1.56315110337617e-49	2.30770251388591e-50
PARK7	0.57884705014365	0.507491032644857	0.650203067642443	4.49210104612428	15.9211616570122	2.19777426022086e-50	1.49079249784049e-49	103.194429006787	1.49079249784049e-49	2.19777426022086e-50
NSUN2	-0.601352536247768	-0.675477432043849	-0.527227640451686	1.50023876238649	-15.922377819789	2.22951061004132e-50	1.51125260475984e-49	103.180724743501	1.51125260475984e-49	2.22951061004132e-50
PARP12	-0.952040126041171	-1.06781526612884	-0.836264985953505	0.630478611907701	-16.1439686139501	2.39403893301059e-50	1.61934816560329e-49	103.169118111175	1.61934816560329e-49	2.39403893301059e-50
IPO11	-0.534294744322458	-0.599875169541795	-0.468714319103122	0.576920467866269	-15.9915497538091	2.3260525850201e-50	1.57447040726695e-49	103.157116300055	1.57447040726695e-49	2.3260525850201e-50
MRPS16	0.639599850493615	0.561711241046314	0.717488459940916	0.677502549443236	16.1210399268191	2.44690107782988e-50	1.65393982072878e-49	103.140400003905	1.65393982072878e-49	2.44690107782988e-50
RAB44	-1.12319045945549	-1.24941047698982	-0.996970441921167	0.851183888636393	-17.4990428371069	3.11514497262662e-50	2.09971701488271e-49	103.095525232329	2.09971701488271e-49	3.11514497262662e-50
NCK1	-0.729258112666445	-0.819073252599508	-0.639442972733382	1.27216591460893	-15.9363836441969	2.61256448553761e-50	1.76467523794577e-49	103.029465958171	1.76467523794577e-49	2.61256448553761e-50
ATP2A2	-0.548843390995393	-0.616575841850716	-0.481110940140071	2.5505944590482	-15.9035170674498	2.73650463974595e-50	1.84709255549964e-49	102.975960857317	1.84709255549964e-49	2.73650463974595e-50
FBXO21	0.668819116355646	0.586732629499291	0.750905603212001	0.938188664249157	15.9930115982816	2.80057475244554e-50	1.88901127087355e-49	102.975648220447	1.88901127087355e-49	2.80057475244554e-50
SEMA5B	-0.921564103960325	-1.03068309503344	-0.812445112887205	0.0417700123323114	-16.5906595215263	4.07264880909522e-50	2.73742419953531e-49	102.756425742882	2.73742419953531e-49	4.07264880909522e-50
RPL24	-0.702585654994848	-0.789399653445596	-0.615771656544099	2.6472161680809	-15.8837016423522	3.55133484759592e-50	2.39204566698168e-49	102.716522543308	2.39204566698168e-49	3.55133484759592e-50
PLXND1	-0.588741718910844	-0.661405363103699	-0.516078074717989	0.749512613436094	-15.9023817996905	3.68408354460042e-50	2.47972126460315e-49	102.68543534118	2.47972126460315e-49	3.68408354460042e-50
YWHAH	-0.678730576966397	-0.762637326684911	-0.594823827247883	3.69781976080566	-15.8760349896868	3.84927235021552e-50	2.5890939022283e-49	102.635957190019	2.5890939022283e-49	3.84927235021552e-50
PDIA5	-0.816682698064403	-0.917829002765612	-0.715536393363194	2.90156520663754	-15.8469199826665	5.52347144077192e-50	3.70999602717582e-49	102.276108583407	3.70999602717582e-49	5.52347144077192e-50
SIRT5	0.708811567918495	0.621030002267485	0.796593133569506	1.99095434736939	15.8478744431771	5.70133310395449e-50	3.82678577662354e-49	102.245394070496	3.82678577662354e-49	5.70133310395449e-50
NRP2	-0.942899928566823	-1.05554224560213	-0.830257611531517	0.575291012882181	-16.4417416671263	6.86854094978372e-50	4.60700669152742e-49	102.23348313068	4.60700669152742e-49	6.86854094978372e-50
NUB1	-0.707503881630952	-0.794565211294259	-0.620442551967644	0.865763908034846	-15.952231270983	7.8067711551452e-50	5.22901233927264e-49	101.97126353834	5.22901233927264e-49	7.8067711551452e-50
TWF2	-0.615723690396873	-0.692107586258993	-0.539339794534753	2.59486875340642	-15.8206961413448	7.644270390992e-50	5.12374159842834e-49	101.952309169782	5.12374159842834e-49	7.644270390992e-50
NAALADL2	0.690477497641091	0.606898248291595	0.774056746990587	0.647839936969113	16.2230992020554	1.01539712168684e-49	6.79170567813514e-49	101.784179991298	6.79170567813514e-49	1.01539712168684e-49
SPRYD4	0.87752893541756	0.768528124098039	0.986529746737081	2.72017031563426	15.800612296645	9.9438826944643e-50	6.6558183470613e-49	101.690528804078	6.6558183470613e-49	9.9438826944643e-50
STEAP3	-0.970884624865094	-1.09044369747387	-0.851325552256314	1.48716406330649	-15.9408881340316	1.09514377861182e-49	7.3200111298306e-49	101.657064546451	7.3200111298306e-49	1.09514377861182e-49
TMEM63B	-0.602893565877279	-0.676836821904573	-0.528950309849986	0.410572772046727	-16.0069105066499	1.10474832969675e-49	7.37907350955307e-49	101.64711810341	7.37907350955307e-49	1.10474832969675e-49
GSTA1	1.45734372645093	1.27613293087905	1.6385545220228	4.13729353464182	15.7840867671288	1.20263542304108e-49	8.02731983204282e-49	101.500776157775	8.02731983204282e-49	1.20263542304108e-49
TBC1D13	1.41029708103571	1.23513765963183	1.58545650243959	2.31135946292045	15.8026872663155	1.2420830010771e-49	8.28486612871219e-49	101.474003328097	8.28486612871219e-49	1.2420830010771e-49
HEATR6	-0.822096839220458	-0.921179286999841	-0.723014391441075	0.495548310541303	-16.2954223475468	1.42650345497622e-49	9.50177925453997e-49	101.456707942677	9.50177925453997e-49	1.42650345497622e-49
HTRA1	-1.1424538019689	-1.28447854515678	-1.00042905878102	1.50935583328481	-15.7879483055113	1.40414234071792e-49	9.3593249011767e-49	101.350583792712	9.3593249011767e-49	1.40414234071792e-49
RNASE1	1.19343211180477	1.04653914730144	1.3403250763081	1.17599686959575	15.9493883234883	1.50143066046943e-49	9.98700934474302e-49	101.326727289735	9.98700934474302e-49	1.50143066046943e-49
COA3	0.920577401780948	0.813807889846696	1.0273469137152	1.2451151950693	16.9479182259736	1.88241038085375e-49	1.24951981396685e-48	101.323191552963	1.24951981396685e-48	1.88241038085375e-49
ANK1	-0.764873985472032	-0.86008311981252	-0.669664851131543	1.95603118756396	-15.767135670662	1.48310244136604e-49	9.87193274381208e-49	101.291903264423	9.87193274381208e-49	1.48310244136604e-49
ACSL6	0.730961722959253	0.640034538856918	0.821888907061588	0.854119852618625	15.7779249900834	1.5207030374941e-49	1.01082025433431e-48	101.270148193108	1.01082025433431e-48	1.5207030374941e-49
THOP1	-0.624989918237445	-0.702762070437871	-0.547217766037019	1.17729360897773	-15.7724038126996	1.62785003993878e-49	1.08129319734523e-48	101.202357274159	1.08129319734523e-48	1.62785003993878e-49
FCGR1B	-1.10277993261842	-1.22715516265337	-0.97840470258346	1.11447689614016	-17.4388917310259	2.2915734350217e-49	1.51692369699403e-48	101.174289838169	1.51692369699403e-48	2.2915734350217e-49
DLG1	0.720186819353315	0.630373153423211	0.810000485283419	1.81756472889618	15.7378092202505	2.13080159648739e-49	1.41342191534954e-48	100.930838039232	1.41342191534954e-48	2.13080159648739e-49
CLCN5	0.805897806763735	0.706035934782546	0.905759678744923	0.603347075994961	15.8410503726428	2.22333691870375e-49	1.47276904166549e-48	100.919501382615	1.47276904166549e-48	2.22333691870375e-49
INPPL1	-0.512956095112651	-0.576877241240656	-0.449034948984646	0.864061463314027	-15.7501977679686	2.20333720833935e-49	1.46052821850238e-48	100.901310572088	1.46052821850238e-48	2.20333720833935e-49
IFITM3	-0.950733115694443	-1.06911788991644	-0.832348341472447	1.51624925563393	-15.7624482412314	2.36506014147251e-49	1.56449054124266e-48	100.835321957198	1.56449054124266e-48	2.36506014147251e-49
C1QBP	0.745135830469734	0.652111142143774	0.838160518795694	3.81866112675265	15.7209488477389	2.62389012267743e-49	1.73451236258202e-48	100.723425590669	1.73451236258202e-48	2.62389012267743e-49
ABLIM3	-0.687811176076337	-0.773548970038118	-0.602073382114556	0.680240440698837	-15.7453953205784	2.66680535581577e-49	1.7616688750076e-48	100.71383774532	1.7616688750076e-48	2.66680535581577e-49
SLC16A7	0.729740435150251	0.638898851334528	0.820582018965974	0.353751695293438	15.7672612689857	2.84580288292418e-49	1.87862107838397e-48	100.655978453823	1.87862107838397e-48	2.84580288292418e-49
TRAF1	-1.41049635017997	-1.58121852070377	-1.23977417965617	0.97094959201578	-16.2265988169603	3.50252839791791e-49	2.30897633919022e-48	100.639581672621	2.30897633919022e-48	3.50252839791791e-49
ASL	0.689662583283182	0.60345472561266	0.775870440953703	3.2459557859185	15.7011456679418	3.35010416561676e-49	2.21001033727671e-48	100.479971472014	2.21001033727671e-48	3.35010416561676e-49
LOC100509457	-0.895310275105929	-1.00531674369315	-0.785303806518711	3.33179265960937	-15.9795446381095	3.76474563979942e-49	2.48013593074577e-48	100.379155699349	2.48013593074577e-48	3.76474563979942e-49
CLCC1	-0.572964157175734	-0.644493875979621	-0.501434438371847	0.558169606289889	-15.7219933570269	4.37922317909403e-49	2.88296358020549e-48	100.224057510781	2.88296358020549e-48	4.37922317909403e-49
CA5B	0.425888874247097	0.374253330077189	0.477524418417005	0.293194468474571	16.1994667209416	5.54249537350563e-49	3.63880164473831e-48	100.109231119168	3.63880164473831e-48	5.54249537350563e-49
LONP1	0.563472085311407	0.492901790389118	0.634042380233695	3.32990939385094	15.6708301777779	4.86805418156773e-49	3.20257948040808e-48	100.107618045139	3.20257948040808e-48	4.86805418156773e-49
SIRT3	1.03491509312274	0.905307622521973	1.16452256372351	1.61518666419048	15.6717766391574	5.01755455682204e-49	3.29867293075125e-48	100.078336315973	3.29867293075125e-48	5.01755455682204e-49
MAOB	0.905913679697494	0.792392250141461	1.01943510925353	3.92512884264928	15.662118199175	5.41955343685233e-49	3.56052057188554e-48	100.000687475896	3.56052057188554e-48	5.41955343685233e-49
FGF1	0.992905487641579	0.869498516123124	1.11631245916003	0.677089396909096	15.7943532251774	7.23611622825537e-49	4.74422500835446e-48	99.7536525554175	4.74422500835446e-48	7.23611622825537e-49
FABP5	-0.895059435770459	-1.00738756754774	-0.78273130399318	3.0689284968803	-15.638852025178	7.2171196780889e-49	4.73500235710682e-48	99.7152842499795	4.73500235710682e-48	7.2171196780889e-49
DAB2	0.750460087276328	0.656267120158491	0.844653054394165	2.91440096198082	15.6369239362095	7.49338731461477e-49	4.90954878287005e-48	99.6781394920217	4.90954878287005e-48	7.49338731461477e-49
MAP3K2	-0.353317521599674	-0.396215320421416	-0.310419722777932	0.239784543126528	-16.1768660928411	8.88072178068672e-49	5.80662577967978e-48	99.6457183578802	5.80662577967978e-48	8.88072178068672e-49
OGFRL1	-0.664825320864777	-0.742202010777694	-0.587448630951861	0.185748466828647	-16.8914518500604	1.16563076446816e-48	7.60073556871463e-48	99.6309615328935	7.60073556871463e-48	1.16563076446816e-48
NDUFC1	1.34041078349426	1.17744849872145	1.50337306826707	1.26051113135923	16.1549474843071	9.40985266542611e-49	6.14423078527653e-48	99.6238685515757	6.14423078527653e-48	9.40985266542611e-49
C4B_2	-0.486078844618747	-0.543734644597891	-0.428423044639603	2.30739240396045	-16.5669588487538	8.58831294663208e-49	5.62309106015004e-48	99.5288979488201	5.62309106015004e-48	8.58831294663208e-49
PLIN3	-0.740367320028478	-0.833373054469563	-0.647361585587394	2.77627807292939	-15.6235256575922	8.71475015816425e-49	5.70198741615583e-48	99.5274091065792	5.70198741615583e-48	8.71475015816425e-49
THBS1	-0.833101136667831	-0.937784507786671	-0.728417765548991	2.79048629126227	-15.6192997004107	9.17966731686639e-49	5.99800711418379e-48	99.4756244685623	5.99800711418379e-48	9.17966731686639e-49
PVALB	1.12173381824909	0.98081311333899	1.2626545231592	1.89544794291774	15.6229105370635	9.81291511335909e-49	6.4030604391178e-48	99.4114560582422	6.4030604391178e-48	9.81291511335909e-49
USP25	-0.675106272680286	-0.757791339273352	-0.592421206087219	0.542415616748943	-16.0340796337744	1.22238568686829e-48	7.96541012372453e-48	99.2977305107789	7.96541012372453e-48	1.22238568686829e-48
NSUN5	-0.462378385321136	-0.519082944364783	-0.405673826277489	0.406212379469596	-16.0129126833417	1.32299475639011e-48	8.60349670624714e-48	99.2152149294314	8.60349670624714e-48	1.32299475639011e-48
GAPDHS	-0.665999692215968	-0.736465221313946	-0.59553416311799	0.0220665827902664	-18.618989700298	2.24865365367659e-48	1.45737640644829e-47	99.1876687623064	1.45737640644829e-47	2.24865365367659e-48
PPIC	-0.567556220366673	-0.638635312191223	-0.496477128542122	0.825748312279865	-15.6731513091175	1.26300709090897e-48	8.22453092080044e-48	99.1784902076177	8.22453092080044e-48	1.26300709090897e-48
CDC37	-0.531182018943991	-0.598050019385117	-0.464314018502865	2.8694227884611	-15.590733915093	1.30411190101143e-48	8.48644634770648e-48	99.1257898425784	8.48644634770648e-48	1.30411190101143e-48
GPX7	-0.591930876091012	-0.65705428359426	-0.526807468587764	0.0413013471989726	-17.8918033484268	2.47894014854671e-48	1.60446227269482e-47	99.0122971934714	1.60446227269482e-47	2.47894014854671e-48
HIGD2A	1.10290110710542	0.964950908147611	1.24085130606323	1.79154306723902	15.6940386556321	1.84328270287893e-48	1.19707439899609e-47	98.8624150426425	1.19707439899609e-47	1.84328270287893e-48
GNAI2	-0.694470955071186	-0.782052256697741	-0.60688965344463	3.78334842267114	-15.5626740837519	1.84055697072922e-48	1.19611297049081e-47	98.7825065000347	1.19611297049081e-47	1.84055697072922e-48
ESF1	-0.371374610160747	-0.415506260843428	-0.327242959478066	0.149269305319446	-16.5379408927374	2.49472361110527e-48	1.61359059156001e-47	98.7544267161871	1.61359059156001e-47	2.49472361110527e-48
ARVCF	0.726035470249942	0.634541298447215	0.81752964205267	1.08224114538435	15.5746483110705	2.03991043034431e-48	1.32387430293629e-47	98.6853570210059	1.32387430293629e-47	2.03991043034431e-48
HLA-DRB5	-0.680335687188481	-0.766189958393644	-0.594481415983319	1.1114840825858	-15.552667748927	2.16774794085589e-48	1.4058891945929e-47	98.6203377737342	1.4058891945929e-47	2.16774794085589e-48
YWHAZ	-0.501385332507175	-0.564709730553058	-0.438060934461293	4.84145573406003	-15.5396805153696	2.44035922353665e-48	1.58055632785364e-47	98.5014667431801	1.58055632785364e-47	2.44035922353665e-48
TTC39C	-0.492987284891201	-0.551164487953216	-0.434810081829186	0.188679522297914	-16.6567087544957	3.74287036047203e-48	2.41439018215808e-47	98.4338597005281	2.41439018215808e-47	3.74287036047203e-48
RAB38	-0.491973730159211	-0.554116879982537	-0.429830580335885	0.790756883318162	-15.5380169386654	2.77770055331771e-48	1.79541142763234e-47	98.374740835188	1.79541142763234e-47	2.77770055331771e-48
SFSWAP	-0.325490559436463	-0.363717857480294	-0.287263261392632	0.147758527927743	-16.7386802222579	4.14236605786981e-48	2.66850610233666e-47	98.3149741783243	2.66850610233666e-47	4.14236605786981e-48
SLC9A9	-0.685939472247986	-0.769638549968192	-0.602240394527781	0.386022666719466	-16.0973333914087	3.46429598891408e-48	2.23769757723737e-47	98.2998889176029	2.23769757723737e-47	3.46429598891408e-48
IFIT2	-0.791705551058566	-0.891745119599611	-0.691665982517521	1.01582090446429	-15.5327310283277	3.55023865092395e-48	2.29166950551912e-47	98.1342103591015	2.29166950551912e-47	3.55023865092395e-48
AHCY	0.794903097775318	0.69422907949303	0.895577116057606	3.87452997545489	15.4966675805201	4.13373337825253e-48	2.66473215423594e-47	97.9763777655227	2.66473215423594e-47	4.13373337825253e-48
PALM	1.17709846582882	1.02833631829972	1.32586061335793	2.00225484283058	15.5304273929108	4.20899370943544e-48	2.70961022648307e-47	97.9678620087652	2.70961022648307e-47	4.20899370943544e-48
CAMSAP1	-0.306033439042877	-0.342538464933895	-0.269528413151859	0.176221899278255	-16.4759889690377	6.33696255581526e-48	4.06590015688748e-47	97.8654503925157	4.06590015688748e-47	6.33696255581526e-48
HLA-DRB4	-0.736749641144244	-0.8298843175432	-0.643614964745288	0.643986041022364	-15.5265321691645	4.67483456901164e-48	3.00748734329248e-47	97.8640665190364	3.00748734329248e-47	4.67483456901164e-48
CHML	-0.307608661405673	-0.345543305577269	-0.269674017234078	0.168157964914215	-15.9248040747695	5.38771317489012e-48	3.46147057155984e-47	97.82362399143	3.46147057155984e-47	5.38771317489012e-48
ITIH4	-0.794001344910538	-0.894687720121609	-0.693314969699466	3.13146148063595	-15.4771881716827	5.24664926577295e-48	3.37309680038482e-47	97.7388534588741	3.37309680038482e-47	5.24664926577295e-48
COA6	1.06160696456806	0.935997858248913	1.1872160708872	1.19509244481186	16.6136166985779	7.61817731760871e-48	4.88142716048243e-47	97.6380854332643	4.88142716048243e-47	7.61817731760871e-48
GSTA2	1.4158995018897	1.23622346048667	1.59557554329273	4.01940562958397	15.466205956474	6.00100056258437e-48	3.85291513393201e-47	97.6050162305179	3.85291513393201e-47	6.00100056258437e-48
CRYZ	0.742298293011495	0.648025751364486	0.836570834658504	5.47355931287076	15.4537818269241	6.98549180470773e-48	4.47901527264471e-47	97.4536726179061	4.47901527264471e-47	6.98549180470773e-48
PRMT2	-1.1216548202452	-1.25862608511534	-0.984683555375065	0.752605728642555	-16.0866082369836	9.3103066513214e-48	5.93794790079297e-47	97.338064417713	5.93794790079297e-47	9.3103066513214e-48
EDIL3	-0.812811461719033	-0.915044548712818	-0.710578374725248	0.715488200846986	-15.6080093951009	9.05556625561033e-48	5.77931653721842e-47	97.3066840315071	5.77931653721842e-47	9.05556625561033e-48
ETNK2	1.07953779937266	0.952288552148535	1.20678704659679	0.449180562101407	16.6788318466909	1.20816530253807e-47	7.67488606539563e-47	97.3062428092846	7.67488606539563e-47	1.20816530253807e-47
NUCB2	-0.640461129680285	-0.721819984569697	-0.559102274790874	1.65105151657793	-15.4502278748935	8.11954053686111e-48	5.1992124571034e-47	97.3060601135821	5.1992124571034e-47	8.11954053686111e-48
LYN	-0.887139691595873	-0.999905695631405	-0.774373687560342	1.87225724267813	-15.4402863490337	8.23806439752583e-48	5.27159284065527e-47	97.2893577376667	5.27159284065527e-47	8.23806439752583e-48
STBD1	-0.949941988109852	-1.06966318331751	-0.830220792902198	1.27565094251893	-15.5759114155122	8.67506169946531e-48	5.54015742176624e-47	97.2869634398738	5.54015742176624e-47	8.67506169946531e-48
CDH13	-0.873164237535263	-0.984146094728303	-0.762182380342223	2.1599938094637	-15.4414293740308	8.4541009938306e-48	5.40623435723987e-47	97.2644125825368	5.40623435723987e-47	8.4541009938306e-48
RETSAT	0.909927987678082	0.794278468422224	1.02557750693394	1.63041624313817	15.4421374746466	8.49385876093283e-48	5.42804480364337e-47	97.2600226518344	5.42804480364337e-47	8.49385876093283e-48
LAIR1	-0.688013774088885	-0.773440882843154	-0.602586665334616	0.463301580436561	-15.8154496181902	1.01855317580769e-47	6.49184024793158e-47	97.1913286798921	6.49184024793158e-47	1.01855317580769e-47
CCDC51	0.815490670781604	0.712478618628403	0.918502722934805	1.21197766870107	15.5398015156336	1.03717297673443e-47	6.60613159252933e-47	97.0972293912088	6.60613159252933e-47	1.03717297673443e-47
PXMP2	0.798302364010398	0.697327591942088	0.899277136078708	0.915194846080696	15.5187453436133	1.04693567661107e-47	6.66389474741506e-47	97.0768371598957	6.66389474741506e-47	1.04693567661107e-47
ECE1	-0.495905699727827	-0.559023178193818	-0.432788221261836	0.72058088575585	-15.4204269692002	1.1676945898517e-47	7.42762022220236e-47	96.9440784371995	7.42762022220236e-47	1.1676945898517e-47
PGAM4	-0.695605837413783	-0.782704295580342	-0.608507379247224	4.36685669964365	-15.6804891997691	1.18128649177851e-47	7.50910440339681e-47	96.9403269842883	7.50910440339681e-47	1.18128649177851e-47
MLEC	-0.624735059597238	-0.704309853764546	-0.54516026542993	2.76596213710955	-15.408554040873	1.21368644154219e-47	7.7048633648465e-47	96.9033253305675	7.7048633648465e-47	1.21368644154219e-47
DEGS1	-0.725077467579028	-0.816831383135602	-0.633323552022454	0.878014484022682	-15.5119937416542	1.26959382645814e-47	8.05445753179023e-47	96.891388621174	8.05445753179023e-47	1.26959382645814e-47
CD200	-0.759037688608732	-0.854768409966575	-0.663306967250888	1.06252062193541	-15.5652988043864	1.39644519538905e-47	8.84753041010017e-47	96.8490569910998	8.84753041010017e-47	1.39644519538905e-47
PDCD6	-0.516870191011658	-0.582749759047581	-0.450990622975735	3.71568509239528	-15.3982821888024	1.37574361552976e-47	8.72212371429921e-47	96.7784635474715	8.72212371429921e-47	1.37574361552976e-47
FBLN5	-1.14327631001098	-1.28902024917157	-0.997532370850389	1.86433317061022	-15.3957989810359	1.41805485925355e-47	8.97852137319074e-47	96.7482855807081	8.97852137319074e-47	1.41805485925355e-47
OTUD7A	0.272296023383759	0.24142546473199	0.303166582035527	0.254690892602337	17.3570255161162	2.1681566618051e-47	1.37097727035141e-46	96.7020385291448	1.37097727035141e-46	2.1681566618051e-47
IL1RAP	-1.02264833369681	-1.14783137585621	-0.897465291537412	0.732498602442901	-16.0484986945645	1.99894999274122e-47	1.2648165138524e-46	96.5970458660776	1.2648165138524e-46	1.99894999274122e-47
AXL	-0.750208378370238	-0.842828673981382	-0.657588082759095	0.551363747738082	-15.9096713563182	2.5747667413584e-47	1.62701543097023e-46	96.470431028997	1.62701543097023e-46	2.5747667413584e-47
SDS	-0.763736060648695	-0.858913449035168	-0.668558672262222	0.361386792120363	-15.7582681534016	2.78103634517085e-47	1.75620342507337e-46	96.1961573353623	1.75620342507337e-46	2.78103634517085e-47
CP	-0.841646553772062	-0.949358847061592	-0.733934260482531	3.5151168630762	-15.3357848794491	2.94623288679207e-47	1.8593013717239e-46	96.0198020865913	1.8593013717239e-46	2.94623288679207e-47
NES	0.472904687299293	0.412369133660951	0.533440240937635	2.06036548828758	15.332205476749	3.07741196052412e-47	1.94081036643691e-46	95.9764054856884	1.94081036643691e-46	3.07741196052412e-47
ADAP2	-2.09853070455701	-2.36208980709827	-1.83497160201576	1.1426392782315	-15.6341311871751	3.54110002911548e-47	2.23177596979358e-46	95.9187868535188	2.23177596979358e-46	3.54110002911548e-47
TLR7	-0.485828121072364	-0.543774781093119	-0.427881461051608	0.18532665229415	-16.481905158805	4.9582039003394e-47	3.11061714322404e-46	95.9073217710096	3.11061714322404e-46	4.9582039003394e-47
ANKZF1	-0.514503554967976	-0.578900847132474	-0.450106262803478	0.4462819304348	-15.6889673346723	3.79323374155173e-47	2.38754980914838e-46	95.8628590270106	2.38754980914838e-46	3.79323374155173e-47
FBXL8	-0.838646022853829	-0.94580243480637	-0.731489610901289	1.29243509067168	-15.3614022363781	3.75903206772779e-47	2.3675739679033e-46	95.7896260548751	2.3675739679033e-46	3.75903206772779e-47
STX11	-0.974615703782566	-1.09575674021028	-0.853474667354854	0.793189526717447	-15.8014471275351	4.82778363181273e-47	3.03474226332207e-46	95.7151304516004	3.03474226332207e-46	4.82778363181273e-47
NCALD	-0.702459549269875	-0.792551961755518	-0.612367136784233	2.00052313272325	-15.3029315286224	4.39354527640328e-47	2.76358889193539e-46	95.6217096688341	2.76358889193539e-46	4.39354527640328e-47
SCGN	-1.44836637019457	-1.63039786445006	-1.26633487593908	2.7142557968805	-15.6235286709312	4.89310515887356e-47	3.07178268307062e-46	95.5984598806273	3.07178268307062e-46	4.89310515887356e-47
PTK7	0.491456840924879	0.428433082420351	0.554480599429408	0.775886538613599	15.304861098109	4.88631577878327e-47	3.06952668771833e-46	95.5186515918388	3.06952668771833e-46	4.88631577878327e-47
