Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	sca.adj.pval	sca.P.Value
prt172	-0.976432854445414	-1.1567385559347	-0.79612715295613	-1.22196602369116	-10.6435384031412	1.11887715250157e-23	2.79719288125393e-21	43.0169872780771	2.79719288125393e-21	1.11887715250157e-23
prt28	0.983590861551691	0.798415904947116	1.16876581815627	2.13464756707689	10.4337616731021	2.27579367237162e-23	5.46190481369188e-21	42.2942958369558	5.46190481369188e-21	2.27579367237162e-23
prt194	-1.01607662080762	-1.20407575926125	-0.828077482353985	-2.81872820698893	-10.6298767513832	4.76164333572586e-23	1.09884076978289e-20	41.6141402151385	1.09884076978289e-20	4.76164333572586e-23
prt166	-0.973847752938112	-1.16008867974376	-0.787606826132459	2.1582180627663	-10.2714485337406	9.68534086376983e-23	2.13739012767484e-20	40.8739699911009	2.13739012767484e-20	9.68534086376983e-23
prt147	-0.926022273616849	-1.10163616734929	-0.750408379884406	-1.44980845181444	-10.3626413843312	9.9744872624826e-23	2.13739012767484e-20	40.8629816752571	2.13739012767484e-20	9.9744872624826e-23
prt45	0.983961170265359	0.795853265905576	1.17206907462514	-0.162722851120903	10.2761266793576	1.11458272473819e-22	2.30603322359627e-20	40.7363803944583	2.30603322359627e-20	1.11458272473819e-22
prt129	-1.42682824743356	-1.69237731894639	-1.16127917592074	-4.35671181795665	-10.572975007373	1.78754560092739e-22	3.57509120185477e-20	40.2639140741419	3.57509120185477e-20	1.78754560092739e-22
prt144	-0.881517156955067	-1.05131976679958	-0.71171454711055	2.68969691082206	-10.1982554371456	2.01374054814535e-22	3.89756235124907e-20	40.1594469937777	3.89756235124907e-20	2.01374054814535e-22
prt131	-0.927103812926466	-1.10586984595085	-0.748337779902087	2.37089402088019	-10.1875540011988	2.09382616263132e-22	3.92592405493372e-20	40.1152237446461	3.92592405493372e-20	2.09382616263132e-22
prt10	1.0992847913737	0.887016526245435	1.31155305650197	1.66623636756245	10.1735860813991	2.58744176552492e-22	4.70443957368167e-20	39.9124553870159	4.70443957368167e-20	2.58744176552492e-22
prt167	-1.00213725933116	-1.19818312094628	-0.806091397716044	-0.0469088773604597	-10.0424082001866	8.55883726688103e-22	1.51038304709665e-19	38.7351447999416	1.51038304709665e-19	8.55883726688103e-22
prt146	-1.04035359702313	-1.24555672162191	-0.835150472424343	2.78443477460687	-9.95909634871145	1.45831646146592e-21	2.49997107679872e-19	38.2098629378817	2.49997107679872e-19	1.45831646146592e-21
prt70	1.21053690468004	0.981042228556332	1.44003158080374	-4.43249208138605	10.3856922568144	1.97647660252708e-21	3.29412767087846e-19	37.9223626987725	3.29412767087846e-19	1.97647660252708e-21
prt98	1.03348390127321	0.827432156935175	1.23953564561124	0.244136374130955	9.85313501006256	3.90493800732098e-21	6.33233190376376e-19	37.2430956938459	6.33233190376376e-19	3.90493800732098e-21
prt5	0.923948078606253	0.739205444074338	1.10869071313817	1.54342126093414	9.82505744934769	5.08110143162706e-21	8.02279173414799e-19	36.9897282421578	8.02279173414799e-19	5.08110143162706e-21
prt84	1.00326339802461	0.802253954983828	1.20427284106538	0.00445166847557997	9.80491033393556	5.81276147553111e-21	8.94270996235556e-19	36.8554604621369	8.94270996235556e-19	5.81276147553111e-21
prt151	-0.859853060057724	-1.03213923860794	-0.687566881507509	-0.454083278650218	-9.80537935906168	6.80869051058245e-21	1.02130357658737e-18	36.7044073521228	1.02130357658737e-18	6.80869051058245e-21
prt72	1.08869797490117	0.869533974955657	1.30786197484669	1.2842496901986	9.75893874350622	9.13720009844473e-21	1.33715123391874e-18	36.4150477192925	1.33715123391874e-18	9.13720009844473e-21
prt199	-1.05032380683188	-1.26238059765211	-0.838267016011639	2.11668086374595	-9.72986414682768	1.05332894623591e-20	1.50475563747988e-18	36.2735839737621	1.50475563747988e-18	1.05332894623591e-20
prt91	1.03319206405276	0.824144445535015	1.2422396825705	1.83281293102539	9.70906006397835	1.27745141910028e-20	1.78249035223294e-18	36.0837119928129	1.78249035223294e-18	1.27745141910028e-20
prt193	-1.10477971484427	-1.32575571169688	-0.883803717991659	-1.9587848659125	-9.82984753871133	1.71365584916468e-20	2.33680343067912e-18	35.8338065636752	2.33680343067912e-18	1.71365584916468e-20
prt153	-1.14423641099115	-1.37708919940995	-0.91138362257236	2.02262577925162	-9.65402981992012	2.25619622913696e-20	3.00826163884929e-18	35.5286066550098	3.00826163884929e-18	2.25619622913696e-20
prt155	-0.859508266952416	-1.03543835218344	-0.68357818172139	2.3293996864101	-9.59726653287961	3.18929645027804e-20	4.15995189166701e-18	35.1838284194211	4.15995189166701e-18	3.18929645027804e-20
prt48	0.791984938805719	0.62971900919684	0.954250868414597	2.39964749229081	9.58773760837797	3.32647374990514e-20	4.24656223392146e-18	35.1347926912008	4.24656223392146e-18	3.32647374990514e-20
prt25	0.963463283626882	0.766349606311588	1.16057696094218	-1.08247575667899	9.60409766335713	4.19932486237636e-20	5.24915607797045e-18	34.9333243025897	5.24915607797045e-18	4.19932486237636e-20
prt47	0.968489068162172	0.769864054189102	1.16711408213524	-1.15530623849828	9.58073749893447	5.07907849161383e-20	6.21927978564959e-18	34.7416227629937	6.21927978564959e-18	5.07907849161383e-20
prt143	-1.01284670711876	-1.22155626679989	-0.804137147437627	1.48218334933776	-9.53328835000185	5.47195565025064e-20	6.56634678030077e-18	34.6548216653589	6.56634678030077e-18	5.47195565025064e-20
prt135	-1.1003177357143	-1.32781304939918	-0.872822422029417	0.294763357362763	-9.50130521775714	7.03150157253191e-20	8.27235479121401e-18	34.4062845941269	8.27235479121401e-18	7.03150157253191e-20
prt113	-1.05867171572603	-1.27796294695435	-0.839380484497721	2.70296217408149	-9.48394352891182	8.40496927427054e-20	9.69804147031216e-18	34.2392434304482	9.69804147031216e-18	8.40496927427054e-20
prt7	0.915929010245352	0.725057691677001	1.1068003288137	0.944227905758508	9.4264398457568	1.25397898025023e-19	1.41959884556629e-17	33.8331877516519	1.41959884556629e-17	1.25397898025023e-19
prt116	-0.948799611388311	-1.14868659431397	-0.748912628462652	3.11608039148705	-9.32446417732125	2.94242071350952e-19	3.26935634834391e-17	33.0027803159259	3.26935634834391e-17	2.94242071350952e-19
prt180	-1.11199691905307	-1.3425347224122	-0.881459115693936	-2.96357563797203	-9.48756049268328	4.22313956224532e-19	4.60706134063126e-17	32.6665608616085	4.60706134063126e-17	4.22313956224532e-19
prt150	-1.06589651131612	-1.29084637118154	-0.8409466514507	-0.752302041067968	-9.31133997987247	5.07364229239026e-19	5.43604531327528e-17	32.4897245869153	5.43604531327528e-17	5.07364229239026e-19
prt157	-0.933645144956622	-1.1321725284541	-0.735117761459141	0.481595493778523	-9.238408805254	5.93055941860977e-19	6.24269412485239e-17	32.3196394587488	6.24269412485239e-17	5.93055941860977e-19
prt46	1.07334802454543	0.845148463107686	1.30154758598317	0.573624371213566	9.24051295077612	6.44455243177238e-19	6.66677837769556e-17	32.2407225102755	6.66677837769556e-17	6.44455243177238e-19
prt87	0.979361718880792	0.769266739423116	1.18945669833847	-0.332002553284498	9.15748814254429	1.17845399654979e-18	1.17845399654979e-16	31.6567067696955	1.17845399654979e-16	1.17845399654979e-18
prt12	0.971809931688691	0.763163991364471	1.18045587201291	0.80300738415707	9.14947417608826	1.1740714870011e-18	1.17845399654979e-16	31.6367921102182	1.17845399654979e-16	1.1740714870011e-18
prt162	-0.975119750413916	-1.184725699153	-0.765513801674832	1.16043003429012	-9.13925814487178	1.39253190905893e-18	1.36970351710714e-16	31.4893812462483	1.36970351710714e-16	1.39253190905893e-18
prt175	-1.01167801710488	-1.22998793444365	-0.793368099766101	3.00641864755901	-9.10345938697094	1.75752467263564e-18	1.70083032835707e-16	31.2500779292826	1.70083032835707e-16	1.75752467263564e-18
prt41	1.15220405949819	0.902474053545414	1.40193406545097	2.75156727929476	9.06331465246749	2.35914194201629e-18	2.24680184953933e-16	30.9600612149622	2.24680184953933e-16	2.35914194201629e-18
prt88	0.884271868796914	0.691288874908931	1.0772548626849	0.561030141420137	9.00238053969939	4.50675964658223e-18	4.22508716867084e-16	30.3344826373406	4.22508716867084e-16	4.50675964658223e-18
prt21	1.00090328410466	0.781939508707501	1.21986705950182	2.4952950055222	8.97968685865472	4.7361926738347e-18	4.3718701604628e-16	30.2703841465746	4.3718701604628e-16	4.7361926738347e-18
prt120	-1.15000212640124	-1.40322151682223	-0.896782735980244	4.98812686409371	-8.92152907975244	7.41372194148608e-18	6.7397472195328e-16	29.841185742739	6.7397472195328e-16	7.41372194148608e-18
prt15	1.04954564247998	0.818375276474432	1.28071600848552	4.25696410828026	8.91903943749247	7.78152984048005e-18	6.96853418550452e-16	29.8007208303312	6.96853418550452e-16	7.78152984048005e-18
prt42	0.91168389999768	0.71093654610626	1.1124312538891	-0.486654978976174	8.92197125475844	7.95066853544826e-18	7.01529576657199e-16	29.7783604706703	7.01529576657199e-16	7.95066853544826e-18
prt176	-0.97375112835878	-1.18971161355214	-0.757790643165418	1.27812559233873	-8.85800891956632	1.29717392081417e-17	1.1279773224471e-15	29.2917517672403	1.1279773224471e-15	1.29717392081417e-17
prt132	-0.932918551347981	-1.14018961717135	-0.725647485524607	0.99243007295609	-8.84187815483009	1.38960487624451e-17	1.19108989392387e-15	29.225085955035	1.19108989392387e-15	1.38960487624451e-17
prt182	-1.01840359892615	-1.2452436904105	-0.791563507441797	1.9039271084068	-8.81907512065981	1.59379705288292e-17	1.34687074891514e-15	29.0829668379705	1.34687074891514e-15	1.59379705288292e-17
prt156	-0.962265489431246	-1.17650305034657	-0.748027928515924	2.65434170379285	-8.82376553942315	1.6611798882123e-17	1.38431657351025e-15	29.0603706462833	1.38431657351025e-15	1.6611798882123e-17
prt22	1.0040296581305	0.778193764533892	1.22986555172711	2.17267991737421	8.73326228733593	3.10653043682704e-17	2.55331268780305e-15	28.43610755906	2.55331268780305e-15	3.10653043682704e-17
prt67	0.809705494270401	0.627402878637091	0.99200810990371	0.698295918059415	8.72494244098162	3.35638340993061e-17	2.72139195399779e-15	28.3483396611852	2.72139195399779e-15	3.35638340993061e-17
prt55	1.12412488809194	0.867613525809032	1.38063625037485	-0.47750423927653	8.61213380493031	1.17945655871895e-16	9.43565246975161e-15	27.1485517707512	9.43565246975161e-15	1.17945655871895e-16
prt9	1.02657579097182	0.790872598358989	1.26227898358466	-1.74988489077654	8.55910523240517	1.75438407710658e-16	1.38504006087362e-14	26.7987601024994	1.38504006087362e-14	1.75438407710658e-16
prt177	-0.980813434884004	-1.20766744893752	-0.75395942083049	-1.32118766963645	-8.49537661334755	2.48666878171808e-16	1.93766398575435e-14	26.4388657258306	1.93766398575435e-14	2.48666878171808e-16
prt99	0.906096403014875	0.695133524834376	1.11705928119537	0.744849268830338	8.43734826010041	3.08436205120588e-16	2.37258619323529e-14	26.1830092669708	2.37258619323529e-14	3.08436205120588e-16
prt154	-1.25964605585597	-1.55911657922548	-0.960175532486456	1.54379753619061	-8.26321616463268	1.17368691761476e-15	8.91407785530197e-14	24.8859029621735	8.91407785530197e-14	1.17368691761476e-15
prt187	-0.973119750986229	-1.20462011962159	-0.741619382350864	-0.91431859761623	-8.25952409738395	1.42188350013723e-15	1.05324703713869e-13	24.7201802757588	1.05324703713869e-13	1.42188350013723e-15
prt103	-1.01077202296131	-1.25203206747694	-0.769511978445677	2.93032901009053	-8.22982763185589	1.41432400548876e-15	1.05324703713869e-13	24.6981475831382	1.05324703713869e-13	1.41432400548876e-15
prt302	0.570606215247104	0.433271999515731	0.707940430978478	1.5029624826623	8.1621179138018	2.4313760504661e-15	1.77905564668251e-13	24.1730407160284	1.77905564668251e-13	2.4313760504661e-15
prt23	1.19911963404952	0.915945859757177	1.48229340834186	-4.08500748267537	8.33477925083352	3.26357227237421e-15	2.35920887159582e-13	23.9877818285052	2.35920887159582e-13	3.26357227237421e-15
prt183	-0.881289562130117	-1.09539318643767	-0.667185937822568	7.17291402085046	-8.08614678222155	4.256697274856e-15	3.04049805346857e-13	23.6183839136406	3.04049805346857e-13	4.256697274856e-15
prt37	1.21616876195206	0.919977977931359	1.51235954597276	2.04487552229994	8.06549417016598	4.62262225794904e-15	3.26302747619932e-13	23.5336327598938	3.26302747619932e-13	4.62262225794904e-15
prt190	-0.780202571473535	-0.970839097684008	-0.589566045263062	1.82081932217455	-8.03937686035443	5.71861922159014e-15	3.98973434064428e-13	23.3202552532934	3.98973434064428e-13	5.71861922159014e-15
prt108	-0.82990648521453	-1.03261320152989	-0.627199768899168	3.31271602481683	-8.04328274717867	6.08052682025597e-15	4.19346677259032e-13	23.2893476784923	4.19346677259032e-13	6.08052682025597e-15
prt164	-0.942223563066612	-1.17297075644597	-0.711476369687249	-0.809847546651988	-8.02373217657638	8.13189195060843e-15	5.54447178450575e-13	23.012784068861	5.54447178450575e-13	8.13189195060843e-15
prt192	-0.983800362497335	-1.22571681147015	-0.741883913524518	1.34197816605111	-7.98921324109443	8.83988149678921e-15	5.95947067199273e-13	22.9250308944449	5.95947067199273e-13	8.83988149678921e-15
prt169	-1.10039415731478	-1.37065168486646	-0.830136629763107	-0.423400761087274	-8.00026058491413	9.21751702256619e-15	6.14501134837746e-13	22.8982568638908	6.14501134837746e-13	9.21751702256619e-15
prt75	0.897474630794125	0.675015433874258	1.11993382771399	0.427658326610939	7.92560266962149	1.39299025478373e-14	9.18455113044218e-13	22.4972072044167	9.18455113044218e-13	1.39299025478373e-14
prt65	0.984701755988752	0.739922253426321	1.22948125855118	0.776619154886451	7.90225045737906	1.54362119869091e-14	1.00670947740712e-12	22.351107763014	1.00670947740712e-12	1.54362119869091e-14
prt38	1.0482831058975	0.787693303240231	1.30887290855477	1.44528483921047	7.90256693259292	1.60725715868712e-14	1.03694010237879e-12	22.3374789524964	1.03694010237879e-12	1.60725715868712e-14
prt80	0.978935562595162	0.734662828176776	1.22320829701355	0.903470761095511	7.87217724589946	1.89915236652286e-14	1.21222491480182e-12	22.162362041916	1.21222491480182e-12	1.89915236652286e-14
prt233	0.71463547124666	0.535272663150252	0.893998279343069	2.67876602457894	7.82724215139007	2.79602166772124e-14	1.76590842171868e-12	21.7805527564248	1.76590842171868e-12	2.79602166772124e-14
prt76	0.880929879545696	0.6604345839037	1.10142517518769	-0.678351684629112	7.85073598194545	2.82558960038969e-14	1.76599350024356e-12	21.7740598999204	1.76599350024356e-12	2.82558960038969e-14
prt50	1.08584493190401	0.814209983717176	1.35747988009084	-0.182421855926675	7.85584012894571	2.91301161534758e-14	1.80186285485417e-12	21.7715113656613	1.80186285485417e-12	2.91301161534758e-14
prt163	-0.945257207971762	-1.18368865194014	-0.706825764003382	3.1089442800168	-7.78770333414567	3.51285069902731e-14	2.15072491777182e-12	21.5606480878865	2.15072491777182e-12	3.51285069902731e-14
prt171	-0.961279904774459	-1.20540865319699	-0.717151156351926	1.10269969343889	-7.73511350242149	5.202111046508e-14	3.15279457364121e-12	21.1676349398553	3.15279457364121e-12	5.202111046508e-14
prt43	0.988191435171951	0.736903815201444	1.23947905514246	-0.0780621298112899	7.72581506274434	5.8890267363994e-14	3.53341604183964e-12	21.0733714795935	3.53341604183964e-12	5.8890267363994e-14
prt115	-0.971447289499851	-1.22016057640217	-0.722734002597531	1.11422387093231	-7.6732744892958	8.34139229112191e-14	4.95528254918133e-12	20.7184008661622	4.95528254918133e-12	8.34139229112191e-14
prt142	-1.14950695270139	-1.44470826419571	-0.854305641207059	3.1117244730981	-7.64907768873701	9.25477370842229e-14	5.44398453436605e-12	20.6049804438151	5.44398453436605e-12	9.25477370842229e-14
prt189	-1.01006474176983	-1.27009141574497	-0.750038067794688	2.85343093388461	-7.63087854871078	1.09424856897363e-13	6.37426350858426e-12	20.4405510624928	6.37426350858426e-12	1.09424856897363e-13
prt278	0.828776002752592	0.611279446901614	1.04627255860357	3.24842540614328	7.48562409432939	2.99701345525645e-13	1.72904622418642e-11	19.4639450624588	1.72904622418642e-11	2.99701345525645e-13
prt207	0.751135494913888	0.55373500358465	0.948535986243127	-0.263481797045148	7.47503596701466	3.22351927011292e-13	1.8420110114931e-11	19.3941406433006	1.8420110114931e-11	3.22351927011292e-13
prt212	0.837071057325528	0.615608384073804	1.05853373057725	2.31063996612753	7.42517863626752	4.54914829064905e-13	2.57498959848059e-11	19.0653708390606	2.57498959848059e-11	4.54914829064905e-13
prt51	0.966431854938789	0.712636506141788	1.22022720373579	-1.97130818856023	7.48762511095396	5.09159217780643e-13	2.85509841746155e-11	19.0086828378948	2.85509841746155e-11	5.09159217780643e-13
prt13	1.23019760539329	0.902052063382689	1.5583431474039	3.94071035729371	7.36448307267044	6.78376265983754e-13	3.76875703324308e-11	18.6715381461418	3.76875703324308e-11	6.78376265983754e-13
prt173	-1.01496561627463	-1.28599275864442	-0.743938473904849	2.11125016086093	-7.35658326664456	7.19195214637307e-13	3.95887274112279e-11	18.6020654074771	3.95887274112279e-11	7.19195214637307e-13
prt260	0.835520037816432	0.609803305234864	1.061236770398	-0.497315771124445	7.2723282986388	1.33933487592705e-12	7.30546295960207e-11	17.9945441052113	7.30546295960207e-11	1.33933487592705e-12
prt94	0.930334943030497	0.678611780494456	1.18205810556654	0.493634962523408	7.26053953254078	1.40212191571918e-12	7.57903738226585e-11	17.9547983182667	7.57903738226585e-11	1.40212191571918e-12
prt107	-0.844532358910316	-1.07417599141229	-0.614888726408338	6.6108999891681	-7.22417813120727	1.73452084795966e-12	9.29207597121244e-11	17.7346416968442	9.29207597121244e-11	1.73452084795966e-12
prt188	-0.894507552224239	-1.1398262953678	-0.649188809080675	-0.742324387397987	-7.16462897028867	2.94159394494173e-12	1.56190828934959e-10	17.2680052514497	1.56190828934959e-10	2.94159394494173e-12
prt158	-0.897367399636945	-1.1446689635912	-0.650065835682695	-0.655051469723252	-7.12954168005753	3.61510715067025e-12	1.90268797403697e-10	17.0639461093791	1.90268797403697e-10	3.61510715067025e-12
prt184	-1.00921496625316	-1.28756975295218	-0.730860179554148	0.0526938307370708	-7.1238039780298	3.79116356086541e-12	1.94418644146944e-10	17.0589669402598	1.94418644146944e-10	3.79116356086541e-12
prt109	-0.823253354909551	-1.0502856643815	-0.5962210454376	-0.508305765864047	-7.12444628520827	3.68492444352191e-12	1.922569274881e-10	17.0522172605449	1.922569274881e-10	3.68492444352191e-12
prt63	0.838789093169198	0.6071485734261	1.0704296129123	-0.350132893021981	7.1136567944165	3.73935219173802e-12	1.93414768538174e-10	17.0064146835315	1.93414768538174e-10	3.73935219173802e-12
prt126	-0.833421774580668	-1.06491105722967	-0.601932491931663	3.39663376477471	-7.07235691304687	4.78011986375292e-12	2.43056942224725e-10	16.7699684105877	2.43056942224725e-10	4.78011986375292e-12
prt261	0.622226921429762	0.448844435865772	0.795609406993751	1.2110937984926	7.04996244933735	5.6182234540685e-12	2.8327177079337e-10	16.6162385249882	2.8327177079337e-10	5.6182234540685e-12
prt117	-0.97935468127704	-1.25415942297561	-0.704549939578474	0.753214013940808	-7.00164702935322	8.05175765282965e-12	4.02587882641483e-10	16.2840566721534	4.02587882641483e-10	8.05175765282965e-12
prt248	0.671263497646192	0.482448713619142	0.860078281673243	3.0969112327887	6.98381597537356	8.59411980176419e-12	4.26154700913927e-10	16.1875468296343	4.26154700913927e-10	8.59411980176419e-12
prt122	-0.986539796440677	-1.26486535667032	-0.708214236211031	2.70577508072449	-6.96283748527459	9.74136113665812e-12	4.79083334589743e-10	16.0454513284152	4.79083334589743e-10	9.74136113665812e-12
prt60	0.979580582720617	0.703162175324962	1.25599899011627	3.04532387346786	6.96187062123602	1.00907448720594e-11	4.9223145717363e-10	16.0318205825031	4.9223145717363e-10	1.00907448720594e-11
prt79	0.947249445118791	0.67815354926628	1.2163453409713	0.568005353339671	6.91585405146912	1.40952134514791e-11	6.79140697086651e-10	15.8216026935637	6.79140697086651e-10	1.40952134514791e-11
prt168	-1.00733457386773	-1.29269849870678	-0.721970649028677	-1.22357133417496	-6.93754921271364	1.41487645226386e-11	6.79140697086651e-10	15.7257925541292	6.79140697086651e-10	1.41487645226386e-11
prt217	0.671214340493619	0.478922329347421	0.863506351639818	0.451671312101553	6.85726304146183	1.97956737366797e-11	9.4265113031808e-10	15.3826194820327	9.4265113031808e-10	1.97956737366797e-11
prt93	0.853341443607148	0.607804795951266	1.09887809126303	3.78102732796815	6.82713625215554	2.35834501238313e-11	1.11417874600778e-09	15.2053372548153	1.11417874600778e-09	2.35834501238313e-11
prt273	0.63799038963057	0.451943849269126	0.824036929992014	0.56827295250734	6.73655184823282	4.25191165220512e-11	1.99308358697115e-09	14.6432058641388	1.99308358697115e-09	4.25191165220512e-11
prt197	-0.926079653187383	-1.19673392645566	-0.655425379919107	1.5088680792492	-6.72146079529831	4.61514670652602e-11	2.14657986350048e-09	14.5628448340279	2.14657986350048e-09	4.61514670652602e-11
prt11	0.88831393254171	0.629124224009045	1.14750364107438	-4.31213725895374	6.74367662760176	7.56896921557458e-11	3.49337040718827e-09	14.2225487237994	3.49337040718827e-09	7.56896921557458e-11
prt186	-0.751880216334215	-0.97453865517752	-0.529221777490909	-0.941005337468557	-6.63463297212765	8.52199026555464e-11	3.90320164834564e-09	13.9911749229966	3.90320164834564e-09	8.52199026555464e-11
prt125	-0.80214928605708	-1.04081048161374	-0.563488090500417	-1.88525466034858	-6.60674342185683	1.20476487404645e-10	5.47620397293842e-09	13.7426368490151	5.47620397293842e-09	1.20476487404645e-10
prt200	-0.940831997484529	-1.22208676067214	-0.659577234296918	-1.55313190798296	-6.57453891823978	1.39512343749777e-10	6.29378994359894e-09	13.589450231007	6.29378994359894e-09	1.39512343749777e-10
prt344	0.665128518089374	0.464559569149052	0.865697467029697	2.51992083534451	6.51412134695959	1.66482873845812e-10	7.45445703787216e-09	13.3020552898071	7.45445703787216e-09	1.66482873845812e-10
prt89	0.853734997997656	0.596563201876952	1.11090679411836	0.232458001630957	6.52211243498443	1.68329664392072e-10	7.48131841742542e-09	13.2943538320982	7.48131841742542e-09	1.68329664392072e-10
prt145	-1.01018786278067	-1.31581553425116	-0.704560191310176	-1.05137738668364	-6.49592317412273	2.21321132317664e-10	9.76416760224986e-09	13.0919289096335	9.76416760224986e-09	2.21321132317664e-10
prt208	0.632258053322177	0.439757565059897	0.824758541584456	3.52725405398033	6.45184106201588	2.45631630519879e-10	1.07575896578049e-08	12.9337491095901	1.07575896578049e-08	2.45631630519879e-10
prt101	-0.975163475446637	-1.27205913105364	-0.678267819839635	0.250935323311601	-6.45256098640243	2.51789473082563e-10	1.0947368394894e-08	12.9019727268034	1.0947368394894e-08	2.51789473082563e-10
prt33	0.759065389449368	0.525028432534463	0.993102346364274	-0.134984756525985	6.37205005624196	4.18795862413685e-10	1.79483941034436e-08	12.4384338607805	1.79483941034436e-08	4.18795862413685e-10
prt227	0.570032614995232	0.394182398783763	0.745882831206702	1.48512293136842	6.36776480342269	4.12844527903573e-10	1.78206271037513e-08	12.4216849741161	1.78206271037513e-08	4.12844527903573e-10
prt219	0.651025484071563	0.449782913683419	0.852268054459708	1.64363103048754	6.35486775957256	4.45767211837329e-10	1.89688175249927e-08	12.35204720103	1.89688175249927e-08	4.45767211837329e-10
