P_1.RIC_1	P_1.RIC_2	P_1.RIC_3	P_1.RIC_4	P_1.RIC_5	P_1.RIC_6	P_1.RIC_7	P_1.RIC_8	P_1.RIC_9	P_1.RIC_10	P_1.RIC_11	P_2.RIC_1	P_2.RIC_2	P_2.RIC_3	P_2.RIC_4	P_2.RIC_5	P_2.RIC_6	P_2.RIC_7	P_2.RIC_8	P_2.RIC_9	P_2.RIC_10	P_2.RIC_11	P_3.RIC_1	P_3.RIC_2	P_3.RIC_4	P_3.RIC_5	P_3.RIC_6	P_3.RIC_7	P_3.RIC_8	P_3.RIC_9	P_3.RIC_10	P_3.RIC_11	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_5.RIC_1	P_5.RIC_2	P_5.RIC_3	P_5.RIC_4	P_5.RIC_5	P_5.RIC_6	P_5.RIC_7	P_5.RIC_8	P_5.RIC_9	P_5.RIC_10	P_5.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12102	8070.6	8551.4	5509.8	8636.6	8554.3	8377.9	11307	9449.8	7008.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6386.3	8942.3	11379	10411	14595	7252.9	15366	7314.4	8415.1	8437.9	7727.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	103260	354820	222750	81238	201340	107990	231170	131440	226740	138000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88807	90594	128130	146890	250480	105720	141450	120440	101600	112410	93261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21540	50605	32692	21651	33427	20108	49817	26037	35649	27745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37284	54633	59879	64354	105900	51509	83616	60573	55029	65221	61882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151920	246430	199050	172440	172040	161560	364700	215180	226300	158680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	103540	137610	141380	168860	237780	135260	181870	177780	228550	159640	111260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20836	15034	19447	21622	25130	24252	20618	21426	25643	17098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81667	33379	66209	93681	35497	74062	92394	90098	91835	90437	71461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170780	432130	305760	170840	243840	220070	182840	272070	270100	267470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	268890	264500	314300	246900	275530	242600	441690	243960	229030	239820	235820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5329.6	4213.4	4579.9	9706.2	3706.6	4755.4	6334.4	10124	7648.3	7969.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19559	35998	13700	13500	12981	20299	12398	9084.1	22503	14577	19363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4510.3	3557.7	4068.5	3704.5	4456.3	4166.8	4939.7	5903.7	4987.2	2977.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4374	4161.1	6179.3	4529.8	4849.8	3926.4	7612.8	4249.6	4525	3709.5	4309.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33566	68447	45187	34830	37650	33984	74143	57113	45843	44063	51114	88221	22150	26163	49985	38772	26012	85041	20788	30459	37101	77625	91514	98794	110150	125680	128810	123420	98119	97705	98485	70853	31345	41681	35248	43706	24736	24557	27113	45528	43343	57914	32132
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41508	153040	88172	37308	53004	42330	65175	49329	92278	46080	94929	270060	33838	88455	96810	126090	49352	115840	64691	74604	66322	54967	65853	51035	67716	77757	49325	69406	52003	58949	43948	48406	93866	119690	187250	85754	210520	88982	22395	134350	145070	89706	94878
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86144	260660	182550	93113	167720	98008	254410	128800	143630	107970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	192980	289120	230310	356720	562100	226410	372380	250620	228370	263380	216270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41838	24271	18723	20756	15861	38361	24516	29503	18410	35228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28514	27619	25673	31886	46532	28762	37790	24180	24227	19999	31135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20442	23713	22486	16916	19350	28969	32599	21938	19971	17368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8536.7	18806	11848	11668	16789	11726	11987	11030	11448	11727	12766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	483430	412950	398990	636420	409200	672910	645550	566800	398480	663560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	896370	367520	692680	803160	615210	505280	807040	631610	481260	648520	579140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73147	44426	51610	55578	64879	65658	54728	91429	56375	56575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12400	14126	17901	17691	16983	17254	18061	17865	20361	15777	16738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59603	12164	13147	14459	17099	31183	15682	24119	24653	16160	68729	118200	116340	82761	101740	101440	165210	115190	88350	88460	120370	18314	9577.6	11906	31059	30857	14682	33070	22586	16458	15671	16801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3312900	4842100	3883000	3566400	3029200	4533600	3821400	4092300	4975400	3798200	12856000	20367000	9463100	17379000	12577000	15807000	12051000	13977000	12448000	16400000	13821000	3993600	4680100	4746100	5523400	4642600	5505400	4150600	4053900	4046100	4474200	3783800	22255000	19219000	19300000	25216000	12660000	17946000	13064000	18881000	23473000	19128000	16768000
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94275	33084	30461	31507	30533	60581	34020	78252	40352	60692	NA	NA	6661	NA	3452.4	NA	9658.1	NA	1948.1	NA	2524	47807	40629	38762	38976	158520	36310	111020	36114	37924	28005	54681	16575	8725.1	11898	12611	8179.3	12458	8395.9	5900	15973	7239.8	14756
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5436.8	2996.3	2240	3858.5	2672.9	3753.6	2586.4	4173.2	2576.7	3325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9201.8	9037.3	17644	9316.4	11295	7344.2	9615.3	9126.5	7396.7	5985.5	8605.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2308.3	982.43	595.92	1265.7	782.61	4577.4	970.8	1635.8	1332.5	1714.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13999	12747	25303	14512	33992	12795	20893	13634	15047	13199	16290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5005.9	8207.5	6839.4	7899.6	8221.7	5900.3	8026.5	8330.9	7976.4	7040.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20346	21710	27231	28611	32707	32840	19468	29649	21089	30537	17483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18241	14055	15520	17881	14619	18199	22337	22294	17571	14971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7830.3	7811.6	6739.7	8520.4	9579.8	9137.6	6037.3	12593	6664.9	5718.3	6737.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	194580	149050	118430	181410	102820	314110	121000	178450	127740	128270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131340	116320	205960	296270	184520	155180	156700	151970	125030	151690	121240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23422	23549	23069	18940	19381	19957	49776	22157	26309	20870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29041	18123	21051	26410	25346	15098	19341	24374	29704	24657	20062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18831	23355	30869	39442	16894	17683	21176	86048	30939	22713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17266	30284	42640	36993	24556	26745	16766	52064	26337	34153	23121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18254	13363	18586	12820	12841	14414	9893.3	43390	17035	16351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2317.3	2237	3961.4	2242.7	2406.7	3233.4	3186.4	2946.1	2886.7	3045.2	1856.8	34407	42948	64425	45853	28411	51731	36336	41018	38758	44465	36312
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11644	10294	13418	28701	13193	9167.7	10239	17748	8149	5210.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5245.7	6361.8	6197.5	6377.6	6186.6	6535.1	6515.5	5859.6	5481.8	5127.5	5170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	627690	646510	724410	623290	590370	522580	730080	859570	756560	700010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	638700	613330	495750	560010	564450	542520	490350	407590	562880	508840	508240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25780	26390	27832	23777	54221	18756	43467	16330	26694	26346	44290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20042	16065	28774	13388	16099	33180	36072	13633	21383	17261	25636
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5697.4	7376.6	8536.6	4693.9	9704.3	7140.3	9373.1	9336.9	7267.6	4158.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36921	28321	39547	34951	39196	43459	103230	35643	33965	34327	27349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1584	1599.1	1548.6	1650.7	1711.4	2053.5	1679.5	1614.8	1827	1804.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37959	29498	42774	49002	57233	39691	54018	35750	35772	39747	27307	68925	57231	61626	77739	63931	84781	74466	61107	83723	65216	52733
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3983.5	5376.5	4350.1	4635	4761.4	5669.8	7258.2	6084.9	4973.3	4761.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8782.5	10802	9180.4	10239	11109	10310	10614	9595.6	8346.1	8405.7	11235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3228	3352.3	3140.3	3331.5	3047.6	3961.7	3246	4176.9	4065.6	3537.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3652.4	4010.2	5525.7	3847.5	3631.9	3558.8	4459.5	4766.1	5391.9	3835.1	3437.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4489.5	5637.4	5404	4874.5	5170.6	5096.2	5640	6040	8022.3	5659.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5089.4	3829.2	5368.5	5268.2	5088.1	4456.2	4160	4654.7	4480.2	4469.4	4046.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8393.3	6021.1	7324.8	6748.5	6691.7	9059.4	6245.6	7048.6	9448.9	5612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12224	11066	8929.4	13496	8890.7	13222	13274	12618	13118	12931	10866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12643	7922.8	8509.2	7243.3	9282.7	11045	9230.2	14548	10158	11384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7017.5	6624.3	5704.4	7283.2	11192	8885.8	6147.1	7337.4	8520.4	4835.5	5490.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16137	18498	15615	17406	13653	15784	21103	18948	17565	17707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2541.8	2288.1	2413.1	3084.3	2817.2	2634	3319	2923.1	2682	2813.9	2318.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151940	154450	135510	126580	115390	141940	161290	150380	171800	148580	443610	598540	582470	465930	756510	434310	582660	490670	247520	470910	508880	195010	227880	242650	266610	289630	251560	222260	217090	195830	225580	220600	374140	507970	522460	633700	305830	454220	368960	522120	587800	423490	412550
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4245.1	3676.5	4481.3	3602.9	4710.5	4417.2	4005.3	5634.5	5378.9	4067.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5385.4	6655.7	5317.3	5906.4	5367.6	4776	11131	5784.1	6619.1	4922.4	5304.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23894	14129	21898	25516	17437	30084	19736	18657	20646	20843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3982.2	6018.2	4753	4585.5	5100.8	4992.8	4458.7	5096.8	5292.9	4255.8	4898.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112560	54509	119390	118820	125410	128480	155430	116160	115620	120230	80895	255210	287950	277300	338610	312580	279130	306090	272060	338640	276730	135380
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39352	22484	44311	48921	43521	43898	41844	46647	39091	43757	23563	76178	86971	77821	89237	103730	75664	104310	91103	86823	92120	39363
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4006.1	3508	3381.3	4485.7	3754.8	4213.4	3843.7	4161.9	3498.1	4021.2	28607	46568	52593	38991	60749	35619	61940	32209	27271	33876	42361	5284.1	7334.1	7210	6717.3	8155.2	6747.8	6114.8	5380.9	5145.2	4080.4	6475.1	6622.5	9184.4	9337.4	9000.8	8581.2	5356.4	10726	8638.7	9052	4701.8	9606.5
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7362.1	6478.1	7456.7	8445.7	6563.1	9263.9	7208.5	8493.7	9042	7149.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23481	16617	24289	21753	20477	19303	41444	19840	32239	22813	18787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11010	11626	8868.9	13168	9133.6	18702	8907.9	15488	11021	11615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12439	7300	22431	8493.3	16991	11784	12225	7217.6	16276	7125.7	6626.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16857	9622.1	9669.8	12622	9004.2	11556	9006.4	12362	9618.9	10359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6846.9	6710.4	8773.5	5498.9	8428.8	6413.7	8744	7724.1	6895.5	5697	6259.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18989	12895	15584	11808	12487	10893	14369	47282	17153	14916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10594	14100	20292	16234	24639	16574	16701	16106	14525	14004	14464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30687	25831	21141	23847	19809	33648	19373	36093	27662	30877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51019	74065	44412	51738	78204	54039	73121	44441	42149	40820	58841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11478	13438	12190	15313	54778	14877	52312	21098	15311	17808	19103	25958	29452	24021	29053	26051	26817	30565	36812	26422	30077	805.17	861.82	1045.2	621.12	1741	31232	2687.9	24744	6435	2983.1	4078	24678	31798	31161	34596	28620	26238	33158	30551	39258	33652	23588
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47859	51943	54777	78242	50387	65931	53753	64585	58718	59535	28467	37775	52258	44460	47389	41100	56958	38286	40357	39251	37238	27026	19866	22220	25505	18711	19439	35783	23056	26622	21721	23916	20577	25439	24902	27919	34834	28798	30147	30150	30882	27183	27593
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35417	29356	29335	18801	31325	39195	27615	34223	32232	25422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8699.9	10166	8837.6	10548	9101.1	12656	6925.9	10339	9031.1	12514	6839.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18946	15825	18436	17852	20304	16239	85717	23918	68902	15305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1471.9	1906.9	1391.8	1415.5	1071.1	1398.6	1448.2	1236.3	1413.1	1418	858.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5139.3	7408.1	7020.9	4463.3	5586.2	5810.9	8283.4	6539.7	7393.9	6129.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2001.8	2054.3	1304.8	2203.3	2943.3	2671.4	2502.2	2909.8	1901.5	2380.5	3195.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8251.4	6834.2	6405.7	6790.4	5178.1	8593.5	7248.5	7633	7548.7	6987.3	21628	24302	13418	14932	17971	17321	22330	12815	12781	14959	19662	5775.3	8512.9	10166	7680.8	8021.8	8543.8	7793.9	8280.7	6680.4	7592	7697.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43819	30326	31457	25442	28166	27141	25107	39079	28671	70462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	156530	59382	166250	158550	174380	148270	195040	141900	140740	141010	77956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47871	26244	37540	23162	32806	28387	38744	82358	31984	22588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35865	35979	52151	47810	42953	41586	30552	47350	49618	35224	33389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6518.7	7267.5	6067.3	5610.7	5926.1	7977.4	6837.9	6747.1	6870.8	7348.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3832	5742.4	2021.1	6225.2	3786.9	4869.7	1662.6	4952.9	4032.2	1927.7	4142.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65590	88831	66387	49257	53451	58071	66366	129980	71909	77062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16501	23223	30180	30576	36797	33746	37923	38114	25090	30725	21311	27277	58327	82663	59436	20873	44791	25517	38882	24943	31062	32420
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44337	21495	15809	13131	30120	29697	23475	53336	40748	25818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2010.4	1887.6	3657.1	2536	4026.8	1811.8	3931.2	2307	1759.5	1806.1	3518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62152	79009	47033	40289	66940	58044	41581	69596	35667	30110	41328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11984	10365	16831	13097	15632	5153.7	7377.6	13434	19887	8440.7	14365
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	192280	571640	91786	183000	196540	379340	105390	384760	153440	175320	152230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175030	371020	260770	446600	333630	224900	178380	341550	423830	340150	242170
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76527	154930	54690	74802	69717	103470	48327	80287	76658	76032	64588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60232	93768	96161	123500	76481	57944	64098	60929	105180	120970	78136
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49124	54058	84255	48458	55182	48898	57061	51608	49892	47441	124870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	278740	284400	298990	360590	333480	252290	316470	296670	324820	275410	127220
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	148100	273680	128310	207790	115510	304760	130040	216430	128300	211070	177830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	348690	463010	363570	440280	323990	387040	248500	387200	382040	399830	282430
